id,codexid,cote,element,theme
19327,26,387_558v_29,ixtelolotli,01.02.15
19328,26,387_558v_33,tzontli,01.02.20
19329,26,387_558v_33,coyotl,02.02.04
19330,26,387_558v_37,itzcuintli,02.02.12
19331,26,387_558v_41,?_03,03.99.99
19332,26,387_558v_45,xochitl,03.03.01
19333,26,387_558v_45,tetl,04.04.01
19334,26,387_559r_02,tochtli,02.02.08
19335,26,387_559r_03,xochitl,03.03.01
19336,26,387_559r_03,?,09.09.09
19337,26,387_559r_06,chilli,03.04.08
19338,26,387_559r_06,pantli,05.12.46
19339,26,387_559r_07,tepoztli,05.10.12
19340,26,387_559r_08,calli,05.01.01
19341,26,387_559r_10,ayotl,02.02.28
19342,26,387_559r_11,tepoztli_2,05.10.19
19343,26,387_559r_13,cuauhtli,02.01.06
19344,26,387_559r_13,ce,06.01.01
19345,26,387_559r_15,coyolli,05.12.20
19346,26,387_559r_16,piqui,01.03.06
19347,26,387_559r_16,pantli,05.12.46
19348,26,387_559r_19,mixtli,04.01.08
19349,26,387_559r_19,cohuatl,02.02.20
19350,26,387_559r_20,comitl,05.03.01
19351,26,387_559r_22,mixtli,04.01.08
19352,26,387_559r_22,cohuatl,02.02.20
19353,26,387_559r_24,quiyahuitl,04.05.02
19354,26,387_559r_25,malacatl,05.10.05
19355,26,387_559r_27,ayotl,02.02.28
19356,26,387_559r_29,mixtli,04.01.08
19357,26,387_559r_29,cohuatl,02.02.20
19358,26,387_559r_30,tianquiztli,07.01.21
19359,26,387_559r_30,xocpalmachiyotl,01.04.03
19360,26,387_559r_32,macpalli,01.03.07
19361,26,387_559r_34,ihuitl,02.01.16
19362,26,387_559r_35,tepoztli_2,05.10.19
19363,26,387_559r_37,acatl,03.02.05
19364,26,387_559r_37,ce,06.01.01
19365,26,387_559r_39,cuauhtli,02.01.06
19366,26,387_559r_41,mixtli,04.01.08
19367,26,387_559r_41,cohuatl,02.02.20
19368,26,387_559r_43,omitl_2,05.10.08
19369,26,387_559r_43,cactli,05.08.10
19370,26,387_559r_45,?,09.09.09
19371,26,387_559r_45,tzontli,01.02.20
19372,26,387_559r_47,tliltic,08.01.02
19373,26,387_559r_47,?,09.09.09
19374,26,387_559r_49,cozamatl,02.02.33
19375,26,387_559r_51,teuhtli,04.04.13
19376,26,387_559r_53,ayotl,02.02.28
19377,26,387_559r_54,pantli,05.12.46
19378,26,387_559r_54,piqui,01.03.06
19379,26,387_559r_55,iztac,08.01.01
19380,26,387_559v_02,tomin,05.12.26
19381,26,387_559v_04,nenetl,01.02.01
19382,26,387_559v_04,chalchihuitl,04.04.03
19383,26,387_559v_06,totolin,02.01.12
19384,26,387_559v_08,xochitl,03.03.01
19385,26,387_559v_08,tonalli,04.01.07
19386,26,387_559v_10,chalchihuitl,04.04.03
19387,26,387_559v_10,cohuatl,02.02.20
19388,26,387_559v_12,xochitl,03.03.01
19389,26,387_559v_14,xochitl,03.03.01
19390,26,387_559v_16,quetzalli,02.01.15
19391,26,387_559v_18,miztli,02.02.03
19392,26,387_559v_18,centzontli,03.02.13
19393,26,387_559v_20,tilmatli,05.07.01
19394,26,387_559v_20,mayatl,02.01.51
19395,26,387_559v_22,borrado,09.00.28
19396,26,387_559v_24,ehecatl,04.02.05
19397,26,387_559v_26,quetzalli,02.01.15
19398,26,387_559v_26,xochitl,03.03.01
19399,26,387_559v_28,xochitl,03.03.01
19400,26,387_559v_30,poyomatli,03.03.10
19401,26,387_559v_32,tlahuitolli,05.13.06
19402,26,387_559v_32,mitl,05.13.01
19403,26,387_559v_34,mixtli,04.01.08
19404,26,387_559v_34,cohuatl,02.02.20
19405,26,387_559v_36,yauhtli,03.02.31
19406,26,387_559v_38,tlatoa,01.02.21
19407,26,387_559v_38,?,09.09.09
19408,26,387_560r_02,tetl,04.04.01
19409,26,387_560r_04,?_05,05.99.99
19410,26,387_560r_04,tzintli,01.04.01
19411,26,387_560r_06,pantli,05.12.46
19412,26,387_560r_06,toztli,02.01.03
19413,26,387_560r_08,?,09.09.09
19414,26,387_560r_08,ayotl,02.02.28
19415,26,387_560r_10,tlacatl,01.01.01
19416,26,387_560r_10,piqui,01.03.06
19417,26,387_560r_10,xahualli,05.06.16
19418,26,387_560r_12,xocpalmachiyotl,01.04.03
19419,26,387_560r_13,quiyahuitl,04.05.02
19420,26,387_560r_15,huitztli,03.04.09
19421,26,387_560r_17,tochtli,02.02.08
19422,26,387_560r_19,tonatiuh,04.01.05
19423,26,387_560r_21,xopilcozcatl,05.07.84
19424,26,387_560r_21,xopilli,05.05.69
19425,26,387_560r_23,chilli,03.04.08
19426,26,387_560r_25,cohuatl,02.02.20
19427,26,387_560r_27,toztli,02.01.03
19428,26,387_560r_29,huitzilin,02.01.04
19429,26,387_560r_31,ce,06.01.01
19430,26,387_560r_31,cohuatl,02.02.20
19431,26,387_560r_33,omitl_1,01.04.06
19432,26,387_560r_35,piqui,01.03.06
19433,26,387_560r_35,macuahuitl,05.13.05
19434,26,387_560r_35,tlacatl,01.01.01
19435,26,387_560r_37,chimalli,05.13.02
19436,26,387_560r_39,cuauhtli,02.01.06
19437,26,387_560r_39,cozcatl,05.07.23
19438,26,387_560r_41,ayotl,02.02.28
19439,26,387_560v_02,popoca,04.02.02
19440,26,387_560v_04,chilli,03.04.08
19441,26,387_560v_06,xihuitl_3,04.04.05
19442,26,387_560v_08,mitl,05.13.01
19443,26,387_560v_08,xochitl,03.03.01
19444,26,387_560v_10,pantli,05.12.46
19445,26,387_560v_10,tlacotl,03.01.13
19446,26,387_560v_12,coltic,07.01.10
19447,26,387_560v_14,chiquihuitl,05.03.13
19448,26,387_560v_14,petlatl,05.02.03
19449,26,387_560v_16,tlacatl,01.01.01
19450,26,387_560v_18,ayotl,02.02.28
19451,26,387_560v_20,xiuhuitzolli,05.05.07
19452,26,387_560v_22,mixtli,04.01.08
19453,26,387_560v_22,cohuatl,02.02.20
19454,26,387_560v_24,mitl,05.13.01
19455,26,387_560v_26,borrado,09.00.28
19456,26,387_560v_28,xihuitl_3,04.04.05
19457,26,387_560v_28,cuahuitl_2,05.10.03
19458,26,387_560v_32,xocpalmachiyotl,01.04.03
19459,26,387_755r_01,casa,05.01.29
19460,26,387_755r_02,tlantli,01.02.19
19461,26,387_755r_02,tentli,01.02.18
19462,26,387_755r_02,quecholli,02.01.01
19463,26,387_755v_01,calli,05.01.01
19464,26,387_755v_04,xochitl,03.03.01
19465,26,387_755v_04,tzihuactli,03.02.01
19466,26,387_755v_06,?_03,03.99.99
19467,26,387_755v_08,xihuitl_3,04.04.05
19468,26,387_755v_08,cuahuitl_2,05.10.03
19469,26,387_755v_10,tototl,02.01.13
19470,26,387_755v_10,pantli,05.12.46
19471,26,387_755v_12,ce,06.01.01
19472,26,387_755v_12,ehecatl,04.02.05
19473,26,387_755v_14,xalli,04.03.07
19474,26,387_755v_16,ayotl,02.02.28
19475,26,387_755v_18,iztac,08.01.01
19476,26,387_755v_20,coyolli,05.12.20
19477,26,387_755v_21,cuahuitl_2,05.10.03
19478,26,387_755v_21,xihuitl_3,04.04.05
19479,26,387_755v_23,atl,04.05.01
19480,26,387_755v_23,tlacatl,01.01.01
19481,26,387_755v_24,petlatl,05.02.03
19482,26,387_755v_24,xalli,04.03.07
19483,26,387_755v_24b,xocpalmachiyotl,01.04.03
19484,26,387_755v_25,calli,05.01.01
19485,26,387_755v_27,huitztli,03.04.09
19486,26,387_755v_28,tlachtli,05.01.07
19487,26,387_755v_28,?,09.09.09
19488,26,387_755v_31,tletl,04.02.01
19489,26,387_755v_31,tlecuahuitl,05.10.09
19490,26,387_756r_01,calli,05.01.01
19491,26,387_756r_03,tlacatl,01.01.01
19492,26,387_756r_04,calli,05.01.01
19493,26,387_756r_06,tetzilacatl,05.12.01
19494,26,387_756r_08,mixtli,04.01.08
19495,26,387_756r_08,cohuatl,02.02.20
19496,26,387_756r_10,tonatiuh,04.01.05
19497,26,387_756r_12,mazatl,02.02.09
19498,26,387_756r_14,ayatl,05.07.02
19499,26,387_756r_14,papalotl,02.01.23
19500,26,387_756r_16,miztli,02.02.03
19501,26,387_756r_16,ayotl,02.02.28
19502,26,387_756r_18,tetl,04.04.01
19503,26,387_756r_20,tlacatl,01.01.01
19504,26,387_756r_20,tzocatl,01.02.34
19505,26,387_756r_22,papalotl,02.01.23
19506,27,387_562v_01,iglesia,05.01.31
19507,27,387_562v_02,coyotl,02.02.04
19508,27,387_563r_02,ayotl,02.02.28
19509,27,387_563r_05,ayotl,02.02.28
19510,27,387_563r_06,pantli,05.12.46
19511,27,387_563r_08,?_02,02.99.99
19512,27,387_563r_08,ehecatl,04.02.05
19513,27,387_563r_09,matlactli,06.01.03
19514,27,387_563r_09,pantli,05.12.46
19515,27,387_563r_11,ocelotl,02.02.01
19516,27,387_563r_11,cohuatl,02.02.20
19517,27,387_563r_13,tentetl,05.06.03
19518,27,387_563r_13,tlacatl,01.01.01
19519,27,387_563r_15,teuhtli,04.04.13
19520,27,387_563r_17,huitzilin,02.01.04
19521,27,387_563r_20,huictli,05.10.01
19522,27,387_563r_20,tetl,04.04.01
19523,27,387_563r_22,chapolin,02.01.22
19524,27,387_563r_24,macuilli,06.01.02
19525,27,387_563r_24,acatl,03.02.05
19526,27,387_563r_26,cuauhtli,02.01.06
19527,27,387_563r_26,ce,06.01.01
19528,27,387_563r_28,tochtli,02.02.08
19529,27,387_563r_30,cuauhtli,02.01.06
19530,27,387_563r_30,quemitl,05.07.03
19531,27,387_563r_32,mitl,05.13.01
19532,27,387_563r_35,tliltic,08.01.02
19533,27,387_563r_37,tochtli,02.02.08
19534,27,387_563r_37,maitl_2,02.02.15
19535,27,387_563r_39,cocotli,01.02.31
19536,27,387_563r_39,tlacatl,01.01.01
19537,27,387_563r_41,temictli,02.02.40
19538,27,387_563r_43,chalchihuitl,04.04.03
19539,27,387_563r_45,iztac,08.01.01
19540,27,387_563v_02,acatl,03.02.05
19541,27,387_563v_05,tlacatl,01.01.01
19542,27,387_563v_05,cuauhtli,02.01.06
19543,27,387_563v_06,pantli,05.12.46
19544,27,387_563v_08,quecholli,02.01.01
19545,27,387_563v_08,pantli,05.12.46
19546,27,387_563v_10,quecholli,02.01.01
19547,27,387_563v_12,cohuatl,02.02.20
19548,27,387_563v_12,mixtli,04.01.08
19549,27,387_563v_14,cuauhtli,02.01.06
19550,27,387_563v_14,tetl,04.04.01
19551,27,387_563v_16,tepetl,04.03.08
19552,27,387_563v_18,tlacatl,01.01.01
19553,27,387_563v_18,cuaxoxomolli,01.02.69
19554,27,387_563v_20,totolin,02.01.12
19555,27,387_563v_22,cuixtli,02.01.43
19556,27,387_563v_24,macpalli,01.03.07
19557,27,387_563v_26,michin,02.03.05
19558,27,387_563v_28,ihuitl,02.01.16
19559,27,387_563v_28,tliltic,08.01.02
19560,27,387_563v_30,ayotl,02.02.28
19561,27,387_563v_32,ayotl,02.02.28
19562,27,387_563v_34,tlacatl,01.01.01
19563,27,387_563v_34,?_03,03.99.99
19564,27,387_563v_36,tzontli,01.02.20
19565,27,387_563v_38,coyotl,02.02.04
19566,27,387_563v_40,mazatl,02.02.09
19567,27,387_563v_42,ohuatl,03.02.07
19568,27,387_563v_44,ozomatli,02.02.30
19569,27,387_564r_02,xalli,04.03.07
19570,27,387_564r_05,toztli,02.01.03
19571,27,387_564r_06,pantli,05.12.46
19572,27,387_564r_08,tepetl,04.03.08
19573,27,387_564r_08,calli,05.01.01
19574,27,387_564r_10,xochitl,03.03.01
19575,27,387_564r_10,tototl,02.01.13
19576,27,387_564r_12,toztli,02.01.03
19577,27,387_564r_12,cohuatl,02.02.20
19578,27,387_564r_14,itzcuintli,02.02.12
19579,27,387_564r_16,?,09.09.09
19580,27,387_564r_18,calli,05.01.01
19581,27,387_564r_18,calacohuayan,05.01.38
19582,27,387_564r_20,yollotl,01.03.02
19583,27,387_564r_20,acatl,03.02.05
19584,27,387_564r_22,ohuatl,03.02.07
19585,27,387_564r_24,xocpalli,01.04.02
19586,27,387_564r_26,cipactli,02.03.01
19587,27,387_564r_28,tlacatl,01.01.01
19588,27,387_564r_28,xahualli,05.06.16
19589,27,387_564r_30,yacatl,01.02.17
19590,27,387_564r_32,huitzilin,02.01.04
19591,27,387_564r_32,atl,04.05.01
19592,27,387_564r_34,tetl,04.04.01
19593,27,387_564r_34,tilmatli,05.07.01
19594,27,387_564r_36,?,09.09.09
19595,27,387_564r_38,tentli,01.02.18
19596,27,387_564r_40,tochtli,02.02.08
19597,27,387_564r_42,cohuatl,02.02.20
19598,27,387_564r_42,tilmatli,05.07.01
19599,27,387_564r_42,tliltic,08.01.02
19600,27,387_564r_44,xihuitl_3,04.04.05
19601,27,387_564v_02,tecpatl,04.04.08
19602,27,387_564v_05,tliltic,08.01.02
19603,27,387_564v_06,pantli,05.12.46
19604,27,387_564v_08,mecatl,05.11.03
19605,27,387_564v_10,xochitl,03.03.01
19606,27,387_564v_12,cipactli,02.03.01
19607,27,387_564v_14,?,09.09.09
19608,27,387_564v_14,tecomatl,05.03.08
19609,27,387_564v_16,acatl,03.02.05
19610,27,387_564v_18,cacahuatl,03.04.22
19611,27,387_564v_18,huictli,05.10.01
19612,27,387_564v_20,cohuatl,02.02.20
19613,27,387_564v_20,mixtli,04.01.08
19614,27,387_564v_22,tlacatl,01.01.01
19615,27,387_564v_24,metl,03.02.10
19616,27,387_564v_26,icxitl,01.04.05
19617,27,387_564v_28,?,09.09.09
19618,27,387_564v_28,macpalli,01.03.07
19619,27,387_564v_32,?,09.09.09
19620,27,387_564v_34,xochitl,03.03.01
19621,27,387_564v_34,macpalli,01.03.07
19622,27,387_564v_36,teuhtli,04.04.13
19623,27,387_564v_38,mitl,05.13.01
19624,27,387_564v_40,michin,02.03.05
19625,27,387_564v_42,mitl,05.13.01
19626,27,387_564v_44,xocpalmachiyotl,01.04.03
19627,27,387_565r_02,quechtzontli,01.02.63
19628,27,387_565r_02,tlacatl,01.01.01
19629,27,387_565r_05,huitztli,03.04.09
19630,27,387_565r_06,pantli,05.12.46
19631,27,387_565r_08,quecholli,02.01.01
19632,27,387_565r_08,tetl,04.04.01
19633,27,387_565r_10,tozan,02.02.14
19634,27,387_565r_12,chimalli,05.13.02
19635,27,387_565r_12,tentlapilolli,05.13.03
19636,27,387_565r_14,tlacatl,01.01.01
19637,27,387_565r_14,?_02,02.99.99
19638,27,387_565r_16,icxitl,01.04.05
19639,27,387_565r_16,cuecuextli,05.08.08
19640,27,387_565r_18,mazatl,02.02.09
19641,27,387_565r_20,nenetl,01.02.01
19642,27,387_565r_20,tetl,04.04.01
19643,27,387_565r_22,xochitl,03.03.01
19644,27,387_565r_24,tototl,02.01.13
19645,27,387_565r_26,?_01,01.99.99
19646,27,387_565r_26,tetl,04.04.01
19647,27,387_565r_28,ocelotl,02.02.01
19648,27,387_565r_30,tetl,04.04.01
19649,27,387_565r_30,xocpalmachiyotl,01.04.03
19650,27,387_565r_32,tlaxichtli,05.13.09
19651,27,387_565r_34,cuauhtli,02.01.06
19652,27,387_565r_36,tototl,02.01.13
19653,27,387_565r_36,?,09.09.09
19654,27,387_565r_38,huilotl,02.01.11
19655,27,387_565r_40,ayotl,02.02.28
19656,27,387_565r_42,?_05,05.99.99
19657,27,387_565r_42,piqui,01.03.06
19658,27,387_565r_42,tetl,04.04.01
19659,27,387_565r_44,cuetzpalin,02.02.19
19660,27,387_565v_02,cuetlachtli,02.02.02
19661,27,387_565v_02,ihuitl,02.01.16
19662,27,387_565v_05,ayotl,02.02.28
19663,27,387_565v_06,pantli,05.12.46
19664,27,387_565v_08,tlatzcan,03.01.24
19665,27,387_565v_10,cuauhcozcatl,05.09.02
19666,27,387_565v_12,macpalli,01.03.07
19667,27,387_565v_12,maquiztli,05.07.25
19668,27,387_565v_14,ayotl,02.02.28
19669,27,387_565v_16,huitzilin,02.01.04
19670,27,387_565v_18,huitzilin,02.01.04
19671,27,387_565v_20,huitzilin,02.01.04
19672,27,387_565v_20,atl,04.05.01
19673,27,387_565v_22,nochtli,03.03.11
19674,27,387_565v_24,malacatl,05.10.05
19675,27,387_565v_26,xochitl,03.03.01
19676,27,387_565v_26,tonatiuh,04.01.05
19677,27,387_565v_28,xochitl,03.03.01
19678,27,387_565v_28,tetl,04.04.01
19679,27,387_565v_30,tozan,02.02.14
19680,27,387_565v_32,matlatl,05.13.26
19681,27,387_565v_32,tlacatl,01.01.01
19682,27,387_565v_34,cuauhtli,02.01.06
19683,27,387_565v_36,coyotl,02.02.04
19684,27,387_565v_38,ixayotl,01.02.26
19685,27,387_565v_38,cuauhtli,02.01.06
19686,27,387_565v_40,ocelotl,02.02.01
19687,27,387_565v_42,atl,04.05.01
19688,27,387_565v_42,maitl_1,01.03.05
19689,27,387_565v_44,cohuatl,02.02.20
19690,27,387_566r_02,mixtli,04.01.08
19691,27,387_566r_02,cohuatl,02.02.20
19692,27,387_566r_03,matlactli,06.01.03
19693,27,387_566r_05,tlacatl,01.01.01
19694,27,387_566r_05,?,09.09.09
19695,27,387_566r_07,quiyahuitl,04.05.02
19696,27,387_566r_10,metl,03.02.10
19697,27,387_566r_10,atl,04.05.01
19698,27,387_566r_13,mazatl,02.02.09
19699,27,387_566r_16,cuacuahuitl,02.02.10
19700,27,387_566r_16,tlacatl,01.01.01
19701,27,387_566r_19,ayotl,02.02.28
19702,27,387_566r_22,ayotl,02.02.28
19703,27,387_566r_25,?,09.09.09
19704,27,387_566r_25,tlatoa,01.02.21
19705,27,387_566r_28,tamazolin,02.02.18
19706,27,387_566r_31,cuahuitl_1,03.01.01
19707,27,387_566r_31,atl,04.05.01
19708,27,387_566r_31,tlalli,04.03.01
19709,27,387_566r_34,tlacatl,01.01.01
19710,27,387_566r_34,quechtzontli,01.02.63
19711,27,387_566r_34,?,09.09.09
19712,27,387_566v_01,atl,04.05.01
19713,27,387_566v_03,teuhtli,04.04.13
19714,27,387_566v_03,chimalli,05.13.02
19715,27,387_566v_03,tentlapilolli,05.13.03
19716,27,387_566v_04,pantli,05.12.46
19717,27,387_566v_07,zacuan,02.01.46
19718,27,387_566v_09,mitl,05.13.01
19719,27,387_566v_09,atl,04.05.01
19720,27,387_566v_11,tochtli,02.02.08
19721,27,387_566v_12,pantli,05.12.46
19722,27,387_566v_14,xochitl,03.03.01
19723,27,387_566v_14,macpalli,01.03.07
19724,27,387_566v_16,ocelotl,02.02.01
19725,27,387_566v_18,papalotl,02.01.23
19726,27,387_566v_18,ehecatl,04.02.05
19727,27,387_566v_20,macpalli,01.03.07
19728,27,387_566v_23,itzcuintli,02.02.12
19729,27,387_566v_25,tetzilacatl,05.12.01
19730,27,387_566v_27,mixtli,04.01.08
19731,27,387_566v_27,cohuatl,02.02.20
19732,27,387_566v_29,coyolli,05.12.20
19733,27,387_566v_31,zayolin,02.01.25
19734,27,387_566v_33,xochitl,03.03.01
19735,27,387_566v_35,cuauhtli,02.01.06
19736,27,387_566v_36,?_05,05.99.99
19737,27,387_566v_38,acatl,03.02.05
19738,27,387_566v_40,xalli,04.03.07
19739,27,387_566v_40,cohuatl,02.02.20
19740,27,387_566v_42,cohuatl,02.02.20
19741,27,387_566v_44,moyotl,02.01.26
19742,27,387_566v_46,tlacatl,01.01.01
19743,27,387_566v_46,?,09.09.09
19744,27,387_567r_02,cuauhtli,02.01.06
19745,27,387_567r_03,pantli,05.12.46
19746,27,387_567r_06,?,09.09.09
19747,27,387_567r_08,xochitl,03.03.01
19748,27,387_567r_10,xolochauhqui,01.02.10
19749,27,387_567r_12,calli,05.01.01
19750,27,387_567r_14,xalli,04.03.07
19751,27,387_567r_14,tetl,04.04.01
19752,27,387_567r_16,coltic,07.01.10
19753,27,387_567r_18,caxitl,05.03.05
19754,27,387_567r_18,macpalli,01.03.07
19755,27,387_567r_20,huitztli,03.04.09
19756,27,387_567r_22,toztli,02.01.03
19757,27,387_567r_25,quiyahuitl,04.05.02
19758,27,387_567r_27,xochitl,03.03.01
19759,27,387_567r_29,tlacatl,01.01.01
19760,27,387_567r_29,macpalli,01.03.07
19761,27,387_567r_31,tlacatl,01.01.01
19762,27,387_567r_33,xochitl,03.03.01
19763,27,387_567r_35,quechtzontli,01.02.63
19764,27,387_567r_37,xocpalmachiyotl,01.04.03
19765,27,387_567r_39,ayotl,02.02.28
19766,27,387_567r_41,atl,04.05.01
19767,27,387_567v_02,tlilhuahuana,08.01.10
19768,27,387_567v_03,pantli,05.12.46
19769,27,387_567v_06,?_07,07.99.99
19770,27,387_567v_06,tlacatl,01.01.01
19771,27,387_567v_08,ayotl,02.02.28
19772,27,387_567v_10,cuauhtli,02.01.06
19773,27,387_567v_12,tetl,04.04.01
19774,27,387_567v_14,ixayotl,01.02.26
19775,27,387_567v_14,tlacatl,01.01.01
19776,27,387_567v_15,chiquihuitl,05.03.13
19777,27,387_567v_17,coyotl,02.02.04
19778,27,387_567v_17,ayotl,02.02.28
19779,27,387_567v_19,poyomatli,03.03.10
19780,27,387_567v_21,tlacatl,01.01.01
19781,27,387_567v_23,mixtli,04.01.08
19782,27,387_567v_23,cohuatl,02.02.20
19783,27,387_567v_25,toztli,02.01.03
19784,27,387_567v_27,cuauhtli,02.01.06
19785,27,387_567v_29,cuauhtli,02.01.06
19786,27,387_567v_29,petlatl,05.02.03
19787,27,387_567v_31,?_05,05.99.99
19788,27,387_567v_33,cuauhtli,02.01.06
19789,27,387_567v_35,tecpatl,04.04.08
19790,27,387_567v_37,quiyahuitl,04.05.02
19791,27,387_567v_39,xochitl,03.03.01
19792,27,387_567v_41,tzontli,01.02.20
19793,27,387_567v_41,cuauhtli,02.01.06
19794,27,387_567v_43,huitztli,03.04.09
19795,27,387_568r_02,ocelotl,02.02.01
19796,27,387_568r_03,pantli,05.12.46
19797,27,387_568r_06,ocelotl,02.02.01
19798,27,387_568r_08,xochitl,03.03.01
19799,27,387_568r_10,mixtli,04.01.08
19800,27,387_568r_10,cohuatl,02.02.20
19801,27,387_568r_12,cuauhtli,02.01.06
19802,27,387_568r_14,citlalin,04.01.03
19803,27,387_568r_15,petlatl,05.02.03
19804,27,387_568r_17,metl,03.02.10
19805,27,387_568r_19,tlatoa,01.02.21
19806,27,387_568r_21,xocpalmachiyotl,01.04.03
19807,27,387_568r_23,macpalli,01.03.07
19808,27,387_568r_23,?,09.09.09
19809,27,387_568r_25,cuetzpalin,02.02.19
19810,27,387_568r_27,tlacatl,01.01.01
19811,27,387_568r_29,cohuatl,02.02.20
19812,27,387_568r_31,huitzilin,02.01.04
19813,27,387_568r_33,tlanextli,04.01.06
19814,27,387_568r_33,xochitl,03.03.01
19815,27,387_568r_35,toztli,02.01.03
19816,27,387_568r_37,nenetl,01.02.01
19817,27,387_568r_37,?,09.09.09
19818,27,387_568r_39,cuauhtli,02.01.06
19819,27,387_568r_41,ayotl,02.02.28
19820,27,387_568r_43,zacatl,03.02.08
19821,27,387_568v_02,cuauhtli,02.01.06
19822,27,387_568v_03,pantli,05.12.46
19823,27,387_568v_06,tlatoa,01.02.21
19824,27,387_568v_06,tetl,04.04.01
19825,27,387_568v_08,etl,03.04.07
19826,27,387_568v_10,ihuitl,02.01.16
19827,27,387_568v_11,petlatl,05.02.03
19828,27,387_568v_13,ozomatli,02.02.30
19829,27,387_568v_15,cuetzpalin,02.02.19
19830,27,387_568v_17,michin,02.03.05
19831,27,387_568v_19,xochitl,03.03.01
19832,27,387_568v_19,xocpalmachiyotl,01.04.03
19833,27,387_568v_21,cuetzpalin,02.02.19
19834,27,387_568v_23,mixtli,04.01.08
19835,27,387_568v_23,cohuatl,02.02.20
19836,27,387_568v_25,xihuitl_3,04.04.05
19837,27,387_568v_26,tepoztli_2,05.10.19
19838,27,387_568v_28,xochitl,03.03.01
19839,27,387_568v_30,tepoztli_2,05.10.19
19840,27,387_568v_32,tlacatl,01.01.01
19841,27,387_568v_32,atl,04.05.01
19842,27,387_568v_34,tochtli,02.02.08
19843,27,387_568v_36,tliltic,08.01.02
19844,27,387_568v_38,chicuatli,02.01.08
19845,27,387_568v_40,ayotl,02.02.28
19846,27,387_568v_42,coyotl,02.02.04
19847,27,387_568v_44,huitzilin,02.01.04
19848,27,387_568v_44,tetl,04.04.01
19849,27,387_569r_02,tecpatl,04.04.08
19850,27,387_569r_03,pantli,05.12.46
19851,27,387_569r_06,cimatl,03.02.23
19852,27,387_569r_07,pantli,05.12.46
19853,27,387_569r_09,tlacatl,01.01.01
19854,27,387_569r_09,cuaxoxomolli,01.02.69
19855,27,387_569r_11,tochtli,02.02.08
19856,27,387_569r_13,ayatl,05.07.02
19857,27,387_569r_13,pantli,05.12.46
19858,27,387_569r_15,cihuatl,01.02.11
19859,27,387_569r_15,iztetl,02.01.21
19860,27,387_569r_17,ocelotl,02.02.01
19861,27,387_569r_18,?_05,05.99.99
19862,27,387_569r_20,ocelotl,02.02.01
19863,27,387_569r_22,huitztli,03.04.09
19864,27,387_569r_24,xochitl,03.03.01
19865,27,387_569r_24,piqui,01.03.06
19866,27,387_569r_27,cohuatl,02.02.20
19867,27,387_569r_27,citlalin,04.01.03
19868,27,387_569r_29,tlacatl,01.01.01
19869,27,387_569r_29,piqui,01.03.06
19870,27,387_569r_31,ehecatl,04.02.05
19871,27,387_569r_33,tlacatl,01.01.01
19872,27,387_569r_33,ixayotl,01.02.26
19873,27,387_569r_35,tlacatl,01.01.01
19874,27,387_569r_35,?,09.09.09
19875,27,387_569r_37,ixayotl,01.02.26
19876,27,387_569r_37,cuauhtli,02.01.06
19877,27,387_569r_39,quetzallalpiloni,05.06.07
19878,27,387_569r_39,cuauhtli,02.01.06
19879,27,387_569r_41,cuauhtli,02.01.06
19880,27,387_569r_43,icxitl,01.04.05
19881,27,387_569r_43,omitl_1,01.04.06
19882,27,387_569r_45,cuauhtli,02.01.06
19883,27,387_569v_02,xocpalli,01.04.02
19884,27,387_569v_02,?,09.09.09
19885,27,387_569v_03,pantli,05.12.46
19886,27,387_569v_06,ihuitl,02.01.16
19887,27,387_569v_08,papalotl,02.01.23
19888,27,387_569v_10,mitl,05.13.01
19889,27,387_569v_10,cuauhtli,02.01.06
19890,27,387_569v_12,cuechtli,02.02.21
19891,27,387_569v_14,cohuatl,02.02.20
19892,27,387_569v_16,ithualli,05.01.43
19893,27,387_569v_16,xocpalmachiyotl,01.04.03
19894,27,387_569v_18,mazatl,02.02.09
19895,27,387_569v_20,tecpatl,04.04.08
19896,27,387_569v_22,quiyahuitl,04.05.02
19897,27,387_569v_24,tototl,02.01.13
19898,27,387_569v_26,tlalli,04.03.01
19899,27,387_569v_26,atl,04.05.01
19900,27,387_569v_28,ayotl,02.02.28
19901,27,387_569v_30,tomin,05.12.26
19902,27,387_569v_32,xicotli,02.01.24
19903,27,387_569v_34,chimalli,05.13.02
19904,27,387_569v_36,macpalli,01.03.07
19905,27,387_569v_36,maquiztli,05.07.25
19906,27,387_569v_38,xihuitl_3,04.04.05
19907,27,387_569v_40,cohuatl,02.02.20
19908,27,387_569v_42,coyametl,02.02.38
19909,27,387_570r_02,toztli,02.01.03
19910,27,387_570r_03,pantli,05.12.46
19911,27,387_570r_06,michin,02.03.05
19912,27,387_570r_08,tochtli,02.02.08
19913,27,387_570r_10,xalli,04.03.07
19914,27,387_570r_12,tecpatl,04.04.08
19915,27,387_570r_12,maitl_1,01.03.05
19916,27,387_570r_14,xicalli,05.03.25
19917,27,387_570r_16,chimalli,05.13.02
19918,27,387_570r_18,ihuitl,02.01.16
19919,27,387_570r_20,quiyahuitl,04.05.02
19920,27,387_570r_22,cohuatl,02.02.20
19921,27,387_570r_24,zacatl,03.02.08
19922,27,387_570r_26,acatl,03.02.05
19923,27,387_570r_28,tochtli,02.02.08
19924,27,387_570r_30,cuauhtli,02.01.06
19925,27,387_570r_32,ayotl,02.02.28
