id,codexid,cote,element,theme
34081,43,MT_09v_A_02,maitl_1,01.03.05
34082,43,MT_09v_A_02,maquiztli,05.07.25
34083,43,MT_09v_A_03,xocpalmachiyotl,01.04.03
34084,43,MT_09v_A_03,atl,04.05.01
34085,43,MT_09v_A_04,nochtli,03.03.11
34086,43,MT_09v_A_04,tlapalli,08.01.04
34087,43,MT_09v_A_04,tepetl,04.03.08
34088,43,MT_09v_A_04,tetl,04.04.01
34089,43,MT_09v_A_05,xocpalmachiyotl,01.04.03
34090,43,MT_09v_A_05,iztatl,04.04.12
34091,43,MT_09v_A_06,tlacatl,01.01.01
34092,43,MT_09v_A_06,cuacocolochtic,01.02.09
34093,43,MT_09v_A_06,xolochauhqui,01.02.10
34094,43,MT_09v_A_07,petlatl,05.02.03
34095,43,MT_09v_A_07,tlantli,01.02.19
34096,43,MT_09v_A_08,teoxihuitl,04.04.04
34097,43,MT_09v_A_09,atl,04.05.01
34098,43,MT_09v_A_09,calli,05.01.01
34099,43,MT_09v_A_10,ichcahuipilli,05.07.06
34100,43,MT_09v_A_10,?,09.09.09
34101,43,MT_09v_A_11,?,09.09.09
34102,43,MT_09v_A_11,tlacatl,01.01.01
34103,43,MT_09v_A_12,zacatl,03.02.08
34104,43,MT_09v_A_12,tolin,03.02.02
34105,43,MT_09v_T_01,centzontli,03.02.13
34106,43,MT_09v_T_01,ichcaxochitl,03.03.05
34107,43,MT_09v_T_01,tlamamalli,05.12.14
34108,43,MT_09v_T_01,?,09.09.09
34109,43,MT_09v_T_02,centzontli,03.02.13
34110,43,MT_09v_T_02,tapachtli,02.03.13
34111,43,MT_09v_T_03,pantli,05.12.46
34112,43,MT_09v_T_03,tlamamalli,05.12.14
34113,43,MT_09v_T_03,xochitl,03.03.01
34114,43,MT_09v_T_03,cacahuatl,03.04.22
34115,43,MT_09v_T_04,mapilli,01.03.23
34116,43,MT_09v_T_04,quimilli,05.12.13
34117,43,MT_09v_T_04,centzontli,03.02.13
34118,43,MT_09v_T_05,quimilli,05.12.13
34119,43,MT_09v_T_05,centzontli,03.02.13
34120,43,MT_09v_T_06,centzontli,03.02.13
34121,43,MT_09v_T_06,quimilli,05.12.13
34122,43,MT_10r_A_01,xocpalmachiyotl,01.04.03
34123,43,MT_10r_A_01,tlapalli,08.01.04
34124,43,MT_10r_A_02,xococuahuitl,03.01.23
34125,43,MT_10r_A_02,tlantli,01.02.19
34126,43,MT_10r_A_03,ichcaxochitl,03.03.05
34127,43,MT_10r_A_03,teopantli,05.01.09
34128,43,MT_10r_A_04,atl,04.05.01
34129,43,MT_10r_A_04,maxaltic,07.01.14
34130,43,MT_10r_A_05,ahuacacuahuitl,03.01.25
34131,43,MT_10r_A_05,tlantli,01.02.19
34132,43,MT_10r_A_06,atl,04.05.01
34133,43,MT_10r_A_06,coztic,08.01.06
34134,43,MT_10r_A_06,apantli,05.14.03
34135,43,MT_10r_A_07,ixtelolotli,01.02.15
34136,43,MT_10r_A_07,yohualli,04.01.02
34137,43,MT_10r_A_08,zacatl,03.02.08
34138,43,MT_10r_A_08,ococuahuitl,03.01.06
34139,43,MT_10r_A_08,centli,03.04.02
34140,43,MT_10r_A_08,atl,04.05.01
34141,43,MT_10r_A_08,apantli,05.14.03
34142,43,MT_10r_A_08,xoxomoltic,07.01.37
34143,43,MT_10r_A_09,borrado,09.00.28
34144,43,MT_10r_A_10,cuitlatl,01.04.04
34145,43,MT_10r_A_10,atl,04.05.01
34146,43,MT_10r_A_10,apantli,05.14.03
34147,43,MT_10r_A_11,malinalli,03.01.14
34148,43,MT_10r_A_11,cuaxicalli,01.02.05
34149,43,MT_10r_A_11,tepetl,04.03.08
34150,43,MT_10r_A_11,tetl,04.04.01
34151,43,MT_10r_A_12,tototl,02.01.13
34152,43,MT_10r_A_12,mitl,05.13.01
34153,43,MT_10r_A_12,tlalli,04.03.01
34154,43,MT_10r_A_13,tenamitl,05.01.10
34155,43,MT_10r_A_13,tetl,04.04.01
34156,43,MT_10r_A_14,yopitzontli,05.05.04
34157,43,MT_10r_A_14,tlacatl,01.01.01
34158,43,MT_10r_A_14,?,09.09.09
34159,43,MT_10r_T_01,centzontli,03.02.13
34160,43,MT_10r_T_01,xicalli,05.03.25
34161,43,MT_10r_T_02,chimalli,05.13.02
34162,43,MT_10r_T_02,ichcahuipilli,05.07.06
34163,43,MT_10r_T_02,yacametztli,05.06.14
34164,43,MT_10r_T_02,copilli,05.05.08
34165,43,MT_10r_T_02,toztli,02.01.03
34166,43,MT_10r_T_02,tentlapilolli,05.13.03
34167,43,MT_10r_T_03,tejuelo_2,05.12.22
34168,43,MT_10r_T_03,coztic,08.01.06
34169,43,MT_10r_T_04,tlapalli,08.01.04
34170,43,MT_10r_T_04,ocelotl,02.02.01
34171,43,MT_10r_T_04,ichcahuipilli,05.07.06
34172,43,MT_10r_T_04,chimalli,05.13.02
34173,43,MT_10r_T_04,tentlapilolli,05.13.03
34174,43,MT_10r_T_04,xicalcoliuhqui,05.13.04
34175,43,MT_10r_T_05,pantli,05.12.46
34176,43,MT_10r_T_05,xicalli,05.03.25
34177,43,MT_10r_T_05,xalli,04.03.07
34178,43,MT_10r_T_05,coztic,08.01.06
34179,43,MT_10r_T_06,cueitl,05.08.01
34180,43,MT_10r_T_06,huipilli,05.07.05
34181,43,MT_10r_T_06,quimilli,05.12.13
34182,43,MT_10r_T_06,centzontli,03.02.13
34183,43,MT_10r_T_07,centzontli,03.02.13
34184,43,MT_10r_T_07,quimilli,05.12.13
34185,43,MT_10r_T_07,tlilpapatlahuac,07.01.57
34186,43,MT_10r_T_07,tlapalli,08.01.04
34187,43,MT_10r_T_07,mapilli,01.03.23
34188,43,MT_10r_T_08,quimilli,05.12.13
34189,43,MT_10r_T_08,centzontli,03.02.13
34190,43,MT_10v_A_01,zacatl,03.02.08
34191,43,MT_10v_A_02,mitl,05.13.01
34192,43,MT_10v_A_02,tzintli,01.04.01
34193,43,MT_10v_A_03,atl,04.05.01
34194,43,MT_10v_A_03,ococuahuitl,03.01.06
34195,43,MT_10v_A_03,tzintli,01.04.01
34196,43,MT_10v_A_04,tepoztli,05.10.12
34197,43,MT_10v_A_05,ichcaxochitl,03.03.05
34198,43,MT_10v_A_06,borrado,09.00.28
34199,43,MT_10v_A_06,tecomatl,05.03.08
34200,43,MT_10v_A_06,tzintli,01.04.01
34201,43,MT_10v_A_07,tolin,03.02.02
34202,43,MT_10v_A_07,maitl_1,01.03.05
34203,43,MT_10v_A_07,?,09.09.09
34204,43,MT_10v_A_08,coztic,08.01.06
34205,43,MT_10v_A_08,tlalli,04.03.01
34206,43,MT_10v_A_09,tlantli,01.02.19
34207,43,MT_10v_A_09,xalli,04.03.07
34208,43,MT_10v_A_10,ichcaxochitl,03.03.05
34209,43,MT_10v_A_11,camachalli,01.02.53
34210,43,MT_10v_A_11,atl,04.05.01
34211,43,MT_10v_A_12,tlantli,01.02.19
34212,43,MT_10v_A_12,tecomatl,05.03.08
34213,43,MT_10v_A_13,olin,04.03.05
34214,43,MT_10v_A_13,ixtelolotli,01.02.15
34215,43,MT_10v_A_14,quiyahuitl,04.05.02
34216,43,MT_10v_A_14,teopantli,05.01.09
34217,43,MT_10v_A_15,ichcaxochitl,03.03.05
34218,43,MT_10v_A_15,atl,04.05.01
34219,43,MT_10v_A_15,tetl,04.04.01
34220,43,MT_10v_A_16,tetl,04.04.01
34221,43,MT_10v_A_16,tepetl,04.03.08
34222,43,MT_10v_A_16,atl,04.05.01
34223,43,MT_10v_A_17,tototl,02.01.13
34224,43,MT_10v_A_18,ayotli,03.03.13
34225,43,MT_10v_A_18,atl,04.05.01
34226,43,MT_10v_A_18,apantli,05.14.03
34227,43,MT_10v_A_19,calli,05.01.01
34228,43,MT_10v_A_19,ehuatl_1,01.01.08
34229,43,MT_10v_A_20,yohualli,04.01.02
34230,43,MT_10v_A_20,ixtelolotli,01.02.15
34231,43,MT_10v_A_20,tepetl,04.03.08
34232,43,MT_10v_A_20,tetl,04.04.01
34233,43,MT_10v_T_01,xolotl,02.02.13
34234,43,MT_10v_T_01,cuaxolotl,05.05.66
34235,43,MT_10v_T_01,yacametztli,05.06.14
34236,43,MT_10v_T_01,ichcahuipilli,05.07.06
34237,43,MT_10v_T_01,toztli,02.01.03
34238,43,MT_10v_T_01,chimalli,05.13.02
34239,43,MT_10v_T_01,tentlapilolli,05.13.03
34240,43,MT_10v_T_01,xicalcoliuhqui,05.13.04
34241,43,MT_10v_T_02,xicalli,05.03.25
34242,43,MT_10v_T_02,pantli,05.12.46
34243,43,MT_10v_T_02,xalli,04.03.07
34244,43,MT_10v_T_02,coztic,08.01.06
34245,43,MT_10v_T_02,tetl,04.04.01
34246,43,MT_10v_T_03,quimilli,05.12.13
34247,43,MT_10v_T_03,centzontli,03.02.13
34248,43,MT_10v_T_04,neuccomitl,05.03.19
34249,43,MT_10v_T_04,pantli,05.12.46
34250,43,MT_10v_T_05,pantli,05.12.46
34251,43,MT_10v_T_05,coyolli,05.12.20
34252,43,MT_10v_T_06,pantli,05.12.46
34253,43,MT_10v_T_06,tepoztli,05.10.12
34254,43,MT_10v_T_07,xiuhtic,08.01.03
34255,43,MT_10v_T_07,copilli,05.05.08
34256,43,MT_10v_T_07,yacametztli,05.06.14
34257,43,MT_10v_T_07,ichcahuipilli,05.07.06
34258,43,MT_10v_T_07,chimalli,05.13.02
34259,43,MT_10v_T_07,tentlapilolli,05.13.03
34260,43,MT_10v_T_08,xihuitl_3,04.04.05
34261,43,MT_10v_T_08,xicalli,05.03.25
34262,43,MT_10v_T_09,quimilli,05.12.13
34263,43,MT_10v_T_09,centzontli,03.02.13
34264,43,MT_10v_T_10,pantli,05.12.46
34265,43,MT_10v_T_10,neuccomitl,05.03.19
34266,43,MT_10v_T_11,ichcahuipilli,05.07.06
34267,43,MT_10v_T_11,toztli,02.01.03
34268,43,MT_10v_T_11,quetzalpatzactli,05.05.65
34269,43,MT_10v_T_11,quetzalli,02.01.15
34270,43,MT_10v_T_11,chimalli,05.13.02
34271,43,MT_10v_T_11,tentlapilolli,05.13.03
34272,43,MT_10v_T_12,coztic,08.01.06
34273,43,MT_10v_T_12,pantli,05.12.46
34274,43,MT_10v_T_12,tlatemantli,05.12.21
34275,43,MT_10v_T_13,macuilli,06.01.02
34276,43,MT_10v_T_13,xayacatl,01.02.03
34277,43,MT_10v_T_13,xiuhtic,08.01.03
34278,43,MT_10v_T_13,tetl,04.04.01
34279,43,MT_10v_T_13,tlamamalli,05.12.14
34280,43,MT_10v_T_14,quimilli,05.12.13
34281,43,MT_10v_T_14,centzontli,03.02.13
34282,43,MT_10v_T_15,pantli,05.12.46
34283,43,MT_10v_T_15,neuccomitl,05.03.19
34284,43,MT_11r_A_01,chalchihuitl,04.04.03
34285,43,MT_11r_A_02,xiuhuitzolli,05.05.07
34286,43,MT_11r_A_02,tlalli,04.03.01
34287,43,MT_11r_A_03,tepoztli,05.10.12
34288,43,MT_11r_A_03,tepetl,04.03.08
34289,43,MT_11r_A_03,tetl,04.04.01
34290,43,MT_11r_A_04,xocoyolli,03.03.20
34291,43,MT_11r_A_04,cuecuextli,05.08.08
34292,43,MT_11r_A_04,ocelotl,02.02.01
34293,43,MT_11r_A_04,coyolli,05.12.20
34294,43,MT_11r_A_04,icxitl,01.04.05
34295,43,MT_11r_A_04,cactli,05.08.10
34296,43,MT_11r_A_04,tepetl,04.03.08
34297,43,MT_11r_A_04,tetl,04.04.01
34298,43,MT_11r_A_05,malinalli,03.01.14
34299,43,MT_11r_A_05,cuaxicalli,01.02.05
34300,43,MT_11r_A_05,tepetl,04.03.08
34301,43,MT_11r_A_05,tetl,04.04.01
34302,43,MT_11r_A_06,ococuahuitl,03.01.06
34303,43,MT_11r_A_06,xoxomoltic,07.01.37
34304,43,MT_11r_T_01,chian,03.04.06
34305,43,MT_11r_T_01,tlaolli,03.04.23
34306,43,MT_11r_T_01,etl,03.04.07
34307,43,MT_11r_T_01,cuezcomatl,05.03.31
34308,43,MT_11r_T_02,cuezcomatl,05.03.31
34309,43,MT_11r_T_02,tlaolli,03.04.23
34310,43,MT_11r_T_03,tzitzimitl,05.05.70
34311,43,MT_11r_T_03,ichcahuipilli,05.07.06
34312,43,MT_11r_T_03,xiuhtic,08.01.03
34313,43,MT_11r_T_03,elli,01.03.11
34314,43,MT_11r_T_03,chimalli,05.13.02
34315,43,MT_11r_T_03,tentlapilolli,05.13.03
34316,43,MT_11r_T_04,tlapalli,08.01.04
34317,43,MT_11r_T_04,copilli,05.05.08
34318,43,MT_11r_T_04,yacametztli,05.06.14
34319,43,MT_11r_T_04,ichcahuipilli,05.07.06
34320,43,MT_11r_T_04,chimalli,05.13.02
34321,43,MT_11r_T_04,tentlapilolli,05.13.03
34322,43,MT_11r_T_05,?,09.09.09
34323,43,MT_11r_T_05,quimilli,05.12.13
34324,43,MT_11r_T_05,centzontli,03.02.13
34325,43,MT_11v_A_01,tepetl,04.03.08
34326,43,MT_11v_A_01,borrado,09.00.28
34327,43,MT_11v_A_02,quecholli,02.01.01
34328,43,MT_11v_A_02,atl,04.05.01
34329,43,MT_11v_A_02,apantli,05.14.03
34330,43,MT_11v_A_03,tetl,04.04.01
34331,43,MT_11v_A_03,camachalli,01.02.53
34332,43,MT_11v_A_04,acatl,03.02.05
34333,43,MT_11v_A_04,tzintli,01.04.01
34334,43,MT_11v_A_05,tetl,04.04.01
34335,43,MT_11v_A_05,calli,05.01.01
34336,43,MT_11v_A_06,iczotl,03.02.19
34337,43,MT_11v_A_06,tlalli,04.03.01
34338,43,MT_11v_A_07,cuauhtli,02.01.06
34339,43,MT_11v_A_07,calli,05.01.01
34340,43,MT_11v_A_08,atl,04.05.01
34341,43,MT_11v_A_08,olli,03.04.11
34342,43,MT_11v_A_08,maitl_1,01.03.05
34343,43,MT_11v_A_08,tlalli,04.03.01
34344,43,MT_11v_A_09,tlapalli,08.01.04
34345,43,MT_11v_A_09,tlacatl,01.01.01
34346,43,MT_11v_A_10,tepetl,04.03.08
34347,43,MT_11v_A_10,maxaltic,07.01.14
34348,43,MT_11v_A_10,tetl,04.04.01
34349,43,MT_11v_A_11,itztli,04.04.06
34350,43,MT_11v_A_11,xocpalmachiyotl,01.04.03
34351,43,MT_11v_A_12,macuilli,06.01.02
34352,43,MT_11v_A_12,xochitl,03.03.01
34353,43,MT_11v_A_12,tepetl,04.03.08
34354,43,MT_11v_A_12,tetl,04.04.01
34355,43,MT_11v_A_12,quecholli,02.01.01
34356,43,MT_11v_A_12,cuauhtli,02.01.06
34357,43,MT_11v_A_13,nochtli,03.03.11
34358,43,MT_11v_A_13,tonatiuh,04.01.05
34359,43,MT_11v_A_14,tonatiuh,04.01.05
34360,43,MT_11v_A_14,teopantli,05.01.09
34361,43,MT_11v_A_15,cuacocolochtic,01.02.09
34362,43,MT_11v_A_15,tlacatl,01.01.01
34363,43,MT_11v_A_15,xolochauhqui,01.02.10
34364,43,MT_11v_A_16,tenamitl,05.01.10
34365,43,MT_11v_A_16,tetl,04.04.01
34366,43,MT_11v_A_17,cohuatl,02.02.20
34367,43,MT_11v_A_17,tzintli,01.04.01
34368,43,MT_11v_A_18,epatl,02.02.36
34369,43,MT_11v_A_19,nacaztli,01.02.13
34370,43,MT_11v_A_19,nacochtli,05.06.04
34371,43,MT_11v_A_20,chilli,03.04.08
34372,43,MT_11v_A_20,caxitl,05.03.05
34373,43,MT_11v_A_20,tlantli,01.02.19
34374,43,MT_11v_A_21,cipactli,02.03.01
34375,43,MT_11v_A_21,oztotl,04.03.09
34376,43,MT_11v_A_21,tetl,04.04.01
34377,43,MT_11v_A_21,tlapechtli,05.02.12
34378,43,MT_11v_A_22,atl,04.05.01
34379,43,MT_11v_A_22,tezcatl,04.04.07
34380,43,MT_11v_T_01,xiquipilli,05.03.35
34381,43,MT_11v_T_01,otlatl,03.02.06
34382,43,MT_11v_T_01,mecatl,05.11.03
34383,43,MT_11v_T_01,?,09.09.09
34384,43,MT_11v_T_02,centzontli,03.02.13
34385,43,MT_11v_T_02,macuilli,06.01.02
34386,43,MT_11v_T_02,otlatl,03.02.06
34387,43,MT_11v_T_02,mecatl,05.11.03
34388,43,MT_11v_T_02,mitl,05.13.01
34389,43,MT_11v_T_03,xiquipilli,05.03.35
34390,43,MT_11v_T_03,acayetl,05.09.01
34391,43,MT_11v_T_03,?,09.09.09
34392,43,MT_11v_T_04,cacaxtli,05.03.17
34393,43,MT_11v_T_05,centzontli,03.02.13
34394,43,MT_11v_T_05,tlamamalli,05.12.14
34395,43,MT_11v_T_05,tenextli,04.04.19
34396,43,MT_11v_T_06,centzontli,03.02.13
34397,43,MT_11v_T_06,ehuatl_2,05.07.07
34398,43,MT_11v_T_06,mazatl,02.02.09
34399,43,MT_11v_T_07,cuezcomatl,05.03.31
34400,43,MT_11v_T_07,etl,03.04.07
34401,43,MT_11v_T_07,tlaolli,03.04.23
34402,43,MT_11v_T_07,chian,03.04.06
34403,43,MT_11v_T_08,chimalli,05.13.02
34404,43,MT_11v_T_08,macuahuitl,05.13.05
34405,43,MT_11v_T_09,tlaxcalli,05.04.01
34406,43,MT_11v_T_09,macpalli,01.03.07
34407,43,MT_11v_T_12,chocholli,02.02.11
34408,43,MT_11v_T_14,huexocuahuitl,03.01.04
34409,43,MT_11v_T_14,tzintli,01.04.01
34410,43,MT_12r_A_01,ixtelolotli,01.02.15
34411,43,MT_12r_A_01,cohuatl,02.02.20
34412,43,MT_12r_A_01,tlalli,04.03.01
34413,43,MT_12r_A_02,xocpalmachiyotl,01.04.03
34414,43,MT_12r_A_02,texotli,08.01.11
34415,43,MT_12r_A_03,tamazolin,02.02.18
34416,43,MT_12r_A_03,atl,04.05.01
34417,43,MT_12r_A_03,apantli,05.14.03
34418,43,MT_12r_A_04,tilmatli,05.07.01
34419,43,MT_12r_A_04,tlantli,01.02.19
34420,43,MT_12r_A_05,tepoztli,05.10.12
34421,43,MT_12r_A_05,coltic,07.01.10
34422,43,MT_12r_A_05,tepetl,04.03.08
34423,43,MT_12r_A_05,tetl,04.04.01
34424,43,MT_12r_A_06,nochtli,03.03.11
34425,43,MT_12r_A_06,eztli,01.01.21
34426,43,MT_12r_A_06,nocheztli,03.04.47
34427,43,MT_12r_A_06,?,09.09.09
34428,43,MT_12r_A_06,caxitl,05.03.05
34429,43,MT_12r_A_07,xalli,04.03.07
34430,43,MT_12r_A_07,tepetl,04.03.08
34431,43,MT_12r_A_07,tetl,04.04.01
34432,43,MT_12r_A_08,borrado,09.00.28
34433,43,MT_12r_A_09,borrado,09.00.28
34434,43,MT_12r_A_10,molcaxitl,05.03.06
34435,43,MT_12r_A_10,xalli,04.03.07
34436,43,MT_12r_A_10,borrado,09.00.28
34437,43,MT_12r_A_11,cuicatl,01.02.36
34438,43,MT_12r_A_11,xayacatl,01.02.03
34439,43,MT_12r_T_01,cozcatl,05.07.23
34440,43,MT_12r_T_01,chalchihuitl,04.04.03
34441,43,MT_12r_T_02,centzontli,03.02.13
34442,43,MT_12r_T_02,quetzalli,02.01.15
34443,43,MT_12r_T_02,mecatl,05.11.03
34444,43,MT_12r_T_03,coztic,08.01.06
34445,43,MT_12r_T_03,pantli,05.12.46
34446,43,MT_12r_T_03,xicalli,05.03.25
34447,43,MT_12r_T_03,xalli,04.03.07
34448,43,MT_12r_T_04,quetzalli,02.01.15
34449,43,MT_12r_T_04,quetzallalpiloni,05.06.07
34450,43,MT_12r_T_05,pantli,05.12.46
34451,43,MT_12r_T_05,xiquipilli,05.03.35
34452,43,MT_12r_T_05,nocheztli,03.04.47
34453,43,MT_12r_T_06,ichcahuipilli,05.07.06
34454,43,MT_12r_T_06,toztli,02.01.03
34455,43,MT_12r_T_06,quetzalpatzactli,05.05.65
34456,43,MT_12r_T_06,quetzalli,02.01.15
34457,43,MT_12r_T_06,chimalli,05.13.02
34458,43,MT_12r_T_06,tentlapilolli,05.13.03
34459,43,MT_12r_T_07,quetzalmiyahuayotl,05.05.63
34460,43,MT_12r_T_07,coltic,07.01.10
34461,43,MT_12r_T_07,ichcahuipilli,05.07.06
34462,43,MT_12r_T_07,toztli,02.01.03
34463,43,MT_12r_T_07,chimalli,05.13.02
34464,43,MT_12r_T_07,tentlapilolli,05.13.03
34465,43,MT_12r_T_08,mapilli,01.03.23
34466,43,MT_12r_T_08,cacamoliuhqui,07.01.60
34467,43,MT_12r_T_08,quimilli,05.12.13
34468,43,MT_12r_T_08,centzontli,03.02.13
34469,43,MT_12r_T_09,centzontli,03.02.13
34470,43,MT_12r_T_09,quimilli,05.12.13
34471,43,MT_12r_T_09,ocuiltecayo,07.01.59
34472,43,MT_12r_T_09,tlapalli,08.01.04
34473,43,MT_12r_T_10,centzontli,03.02.13
34474,43,MT_12r_T_10,quimilli,05.12.13
34475,43,MT_12r_T_10,tlilpapatlahuac,07.01.57
34476,43,MT_12r_T_10,mapilli,01.03.23
34477,43,MT_12r_T_11,maxtlatl,05.08.02
34478,43,MT_12r_T_11,quimilli,05.12.13
34479,43,MT_12r_T_11,centzontli,03.02.13
34480,43,MT_12r_T_12,centzontli,03.02.13
34481,43,MT_12r_T_12,quimilli,05.12.13
34482,43,MT_12r_T_12,huipilli,05.07.05
34483,43,MT_12r_T_12,cueitl,05.08.01
34484,43,MT_12v_A_01,borrado,09.00.28
34485,43,MT_12v_A_01,atl,04.05.01
34486,43,MT_12v_A_01,apantli,05.14.03
34487,43,MT_12v_A_02,etl,03.04.07
34488,43,MT_12v_A_03,ococuahuitl,03.01.06
34489,43,MT_12v_A_03,xilotl,03.04.01
34490,43,MT_12v_A_04,huaxin,03.04.04
34491,43,MT_12v_A_04,xayacatl,01.02.03
34492,43,MT_12v_A_05,camotli,03.04.29
34493,43,MT_12v_A_05,tlantli,01.02.19
34494,43,MT_12v_A_06,atl,04.05.01
34495,43,MT_12v_A_06,teocuitlatl,04.04.10
34496,43,MT_12v_A_06,maitl_1,01.03.05
34497,43,MT_12v_A_07,tlantli,01.02.19
34498,43,MT_12v_A_07,mecatl,05.11.03
34499,43,MT_12v_A_07,tlalpilli,05.12.08
34500,43,MT_12v_A_07,tepetl,04.03.08
34501,43,MT_12v_A_07,tetl,04.04.01
34502,43,MT_12v_A_08,tlantli,01.02.19
34503,43,MT_12v_A_08,octli,05.04.03
34504,43,MT_12v_A_08,apaztli,05.03.04
34505,43,MT_12v_A_08,?,09.09.09
34506,43,MT_12v_A_09,calli,05.01.01
34507,43,MT_12v_A_09,tetl,04.04.01
34508,43,MT_12v_A_10,quiyahuitl,04.05.02
34509,43,MT_12v_A_10,cuechtli_2,02.03.09
34510,43,MT_12v_A_10,tlalli,04.03.01
34511,43,MT_12v_A_11,xochitl,03.03.01
34512,43,MT_12v_A_11,macuilli,06.01.02
34513,43,MT_12v_T_01,cuezcomatl,05.03.31
34514,43,MT_12v_T_01,etl,03.04.07
34515,43,MT_12v_T_01,tlaolli,03.04.23
34516,43,MT_12v_T_01,chian,03.04.06
34517,43,MT_12v_T_02,coztic,08.01.06
34518,43,MT_12v_T_02,pantli,05.12.46
34519,43,MT_12v_T_02,comalli,05.03.24
34520,43,MT_12v_T_03,pantli,05.12.46
34521,43,MT_12v_T_03,xiquipilli,05.03.35
34522,43,MT_12v_T_03,nocheztli,03.04.47
34523,43,MT_12v_T_04,cacamoliuhqui,07.01.60
34524,43,MT_12v_T_04,quimilli,05.12.13
34525,43,MT_12v_T_04,centzontli,03.02.13
34526,43,MT_12v_T_05,centzontli,03.02.13
34527,43,MT_12v_T_05,quimilli,05.12.13
34528,43,MT_12v_T_05,?,09.09.09
34529,43,MT_13r_A_01,tlacatl,01.01.01
34530,43,MT_13r_A_01,xolochauhqui,01.02.10
34531,43,MT_13r_A_01,cuacocolochtic,01.02.09
34532,43,MT_13r_A_02,acatl,03.02.05
34533,43,MT_13r_A_02,petlatl,05.02.03
34534,43,MT_13r_A_03,huitztli,03.04.09
34535,43,MT_13r_A_03,tlantli,01.02.19
34536,43,MT_13r_A_04,mazatl,02.02.09
34537,43,MT_13r_A_04,tlantli,01.02.19
34538,43,MT_13r_A_05,nochtli,03.03.11
34539,43,MT_13r_A_05,nopalli,03.02.09
34540,43,MT_13r_A_06,ayotl,02.02.28
34541,43,MT_13r_A_07,coyoctic,05.01.20
34542,43,MT_13r_A_07,coyotl,02.02.04
34543,43,MT_13r_A_08,pachtli,03.02.12
34544,43,MT_13r_A_08,maitl_1,01.03.05
34545,43,MT_13r_A_08,tepetl,04.03.08
34546,43,MT_13r_A_08,tetl,04.04.01
34547,43,MT_13r_T_01,izquiztli,05.10.20
34548,43,MT_13r_T_02,apozonalli,04.04.21
34549,43,MT_13r_T_02,atl,04.05.01
34550,43,MT_13r_T_03,centzontli,03.02.13
34551,43,MT_13r_T_03,tecomatl,05.03.08
34552,43,MT_13r_T_04,atl,04.05.01
34553,43,MT_13r_T_04,apozonalli,04.04.21
34554,43,MT_13r_T_05,yopitzontli,05.05.04
34555,43,MT_13r_T_06,pantli,05.12.46
34556,43,MT_13r_T_06,tlamamalli,05.12.14
34557,43,MT_13r_T_06,cacahuatl,03.04.22
34558,43,MT_13r_T_07,ehuatl_2,05.07.07
34559,43,MT_13r_T_07,ocelotl,02.02.01
34560,43,MT_13r_T_07,pantli,05.12.46
34561,43,MT_13r_T_08,cacahuatl,03.04.22
34562,43,MT_13r_T_08,tlamamalli,05.12.14
34563,43,MT_13r_T_08,pantli,05.12.46
34564,43,MT_13r_T_09,pantli,05.12.46
34565,43,MT_13r_T_09,ocelotl,02.02.01
34566,43,MT_13r_T_09,ehuatl_2,05.07.07
34567,43,MT_13r_T_10,xiuhtic,08.01.03
34568,43,MT_13r_T_10,tototl,02.01.13
34569,43,MT_13r_T_10,pantli,05.12.46
34570,43,MT_13r_T_11,tetl,04.04.01
34571,43,MT_13r_T_11,coztic,08.01.06
34572,43,MT_13r_T_11,?,09.09.09
34573,43,MT_13r_T_12,pantli,05.12.46
34574,43,MT_13r_T_12,tototl,02.01.13
34575,43,MT_13r_T_12,xiuhtic,08.01.03
34576,43,MT_13r_T_13,toztli,02.01.03
34577,43,MT_13r_T_13,centzontli,03.02.13
34578,43,MT_13r_T_14,quetzalli,02.01.15
34579,43,MT_13r_T_14,tlalpilli,05.12.08
34580,43,MT_13r_T_14,centzontli,03.02.13
34581,43,MT_13r_T_15,tentetl,05.06.03
34582,43,MT_13r_T_15,coztic,08.01.06
34583,43,MT_13r_T_16,centzontli,03.02.13
34584,43,MT_13r_T_16,toztli,02.01.03
34585,43,MT_13r_T_17,centzontli,03.02.13
34586,43,MT_13r_T_17,tlalpilli,05.12.08
34587,43,MT_13r_T_17,quetzalli,02.01.15
34588,43,MT_13r_T_18,tentetl,05.06.03
34589,43,MT_13r_T_18,coztic,08.01.06
34590,43,MT_13r_T_19,centzontli,03.02.13
34591,43,MT_13r_T_19,xiuhtototl,02.01.57
34592,43,MT_13r_T_20,tlauhquecholli,02.01.59
34593,43,MT_13r_T_20,centzontli,03.02.13
34594,43,MT_13r_T_21,centzontli,03.02.13
34595,43,MT_13r_T_21,tzinitzcan,02.01.61
34596,43,MT_13r_T_22,xiuhtototl,02.01.57
34597,43,MT_13r_T_22,centzontli,03.02.13
34598,43,MT_13r_T_23,centzontli,03.02.13
34599,43,MT_13r_T_23,tlauhquecholli,02.01.59
34600,43,MT_13r_T_24,tzinitzcan,02.01.61
34601,43,MT_13r_T_24,centzontli,03.02.13
34602,43,MT_13r_T_25,cozcatl,05.07.23
34603,43,MT_13r_T_25,chalchihuitl,04.04.03
34604,43,MT_13r_T_26,cozcatl,05.07.23
34605,43,MT_13r_T_26,chalchihuitl,04.04.03
34606,43,MT_13v_A_01,borrado,09.00.28
34607,43,MT_13v_A_02,tzapotl,03.01.19
