id,codexid,cote,lecture,element
24268,44,MC2_E_024,quechcotonqui papalotl," poztectli, papalotl,"
24269,44,MC2_E_025,cohuatl," nenepilli, cohuatl, cuechtli,"
24270,44,MC2_E_026,macuilli tecpatl," tlaloc, tecpatl, macuilli, ixtelolotli,"
24271,44,MC2_E_027,chicueyi cuauhtli," eztli, cuauhtli, macuilli, ce,"
24272,44,MC2_E_029,nahui acatl," acatl, mitl, ihuitl, ce,"
24273,44,MC2_E_030,malinallo," tepetl, malinalli,"
24274,44,MC2_E_031,tenexcalli *," tenexcalli, iztac,"
24275,44,MC2_E_032,eyi tochtli," tochtli, ce,"
24276,44,MC2_E_033,ome calli," calli, ce,"
24277,44,MC2_E_034,?," borrado, cuezcomatl,"
24278,44,MC2_E_035,citlaltitlan," tepetl, citlalin,"
24279,44,MC2_E_036,quetzalcohuatl," itztli, cohuatl,"
24280,44,MC2_E_037,atlyayauhcan," tenextli, tepetl, atl,"
24281,44,MC2_E_038,tlachiyaloni.," topilli, tlachialoni,"
24282,44,MC2_E_040,apechtli ionocan," calcuamimilli, tecpan, temimilli, mixoyotl,"
24283,44,MC2_E_046,chichtli," chichtli,"
24284,44,MC2_E_047,xicotopilli," topilli,"
24285,44,MC2_E_048,xiuhmolpilli," tlatlatilcuahuitl,"
24286,44,MC2_E_049,tepocehecatl iquizcan," tepetl, citlalin, ehecatl,"
24287,44,MC2_E_050,xaltlachco *," tlachtli, xalli,"
24288,44,MC2_E_052,cohuatzin," nenepilli, cohuatl,"
24289,44,MC2_E_053,teyahualolco *," yahualiuhqui, tetl,"
24290,44,MC2_E_054,chachapa," atl, comitl,"
24291,44,MC2_E_055,teocalhueyaccan *," teopantli, mamatlatl, mixoyotl,"
24292,44,MC2_F_001,xacalco," xacalli, temimilli,"
24293,44,MC2_F_002,ce calli," ce, calli,"
24294,44,MC2_F_003,tecolotlan," teconalli, tlatlatilcuahuitl, popoca,"
24295,44,MC2_F_004,zacacalli xocotzinco," tzacualli, ocozacatl,"
24296,44,MC2_F_005,matlactliome acatl," acatl, ce, mitl, ihuitl, macuilli,"
24297,44,MC2_F_006,tepetl," tepetl,"
24298,44,MC2_F_007,ome tochtli," tochtli, ce,"
24299,44,MC2_F_008,atlecuilco," tepetl, tlecuilli,"
24300,44,MC2_F_009,apanecayotl," quetzalapanecayotl, quetzalli,"
24301,44,MC2_F_011,quecholac," quecholli, atl, ameyalli,"
24302,44,MC2_F_012,tecpan," calli,"
24303,44,MC2_F_013,ahuatepec," tepetl, cuahuitl_1,"
24304,44,MC2_F_014,tlacotepec," tlacotl, tepetl,"
24305,44,MC2_F_015,malinaltepec," tepetl, malinalli,"
24306,44,MC2_F_017,matlactli omeyi tecpatl," tecpatl, ce, macuilli,"
24307,44,MC2_F_018,cuechtzin *," cuechtli,"
24308,44,MC2_F_019,ixconteuctli *," xayacatl, xolochauhqui, tecomatl,"
24309,44,MC2_F_020,tecoltepec *," tlacotl, teconalli, tepetl,"
24310,44,MC2_F_021,itztlapoca," itztli, popoca,"
24311,44,MC2_F_023,zotollo," iczotl,"
24312,44,MC2_F_024a,xochicozcatl," xochitl, cozcatl,"
24313,44,MC2_F_025,matlaccaltzin," calli,"
24314,44,MC2_F_026,tototlan," tepetl, oztotl, cuauhtli,"
24315,44,MC2_F_027,nacapahuazqui," tenamaztli, tepetl, comitl, tetl, chocholli,"
24316,44,MC2_F_029,yohualtepec," tepetl, maxaltic, cuahuitl_1, otli,"
24317,44,MC2_F_034,acatzinco," tenextli, xihuitl_1, tenamitl, mitl, ihuitl, tlahuitolli,"
24318,44,MC2_F_035,zacacalli," tzacualli, ocozacatl,"
24319,44,MC2_F_036,tlaquimilolli," tzihuactli, ihuitl, quemitl, tlaquimilolli,"
24320,44,MC2_F_037,matlatlan," tepetl, matlatl,"
24321,44,MC2_F_038,axolotepec *," axolotl, tepetl,"
24322,44,MC2_F_039,nahui tecpatl," tecpatl, ce,"
24323,44,MC2_F_040,ome tecpatl," tecpatl, ixtelolotli, ce,"
24324,44,MC2_F_041,tepetl," tepetl, mitl,"
24325,44,MC2_F_042,mitliztac," mitl,"
24326,44,MC2_F_043,chichtli," chichtli,"
24327,44,MC2_F_044,chiyauhcohuatl *," chian, cohuatl,"
24328,44,MC2_F_045,matlactli omeyi tochtli," tochtli, macuilli, ce,"
24329,44,MC2_F_046,ome mitl *," mitl, tzihuactli,"
24330,44,MC2_F_047,amaliuhqui," ameyalli,"
24331,44,MC2_F_048,chicnahui tecpatl," macuilli, tecpatl, ce, tlaloc,"
24332,44,MC2_F_049,chicuace tecpatl," tecpatl, macuilli, ce,"
24333,44,MC2_F_050,eyi cuauhtli," cuauhtli, ce,"
24334,44,MC2_F_051,ocotochatlauhco," miztli, atlauhtli,"
24335,44,MC2_F_055,tepetl," tepetl,"
24336,44,MC2_F_056,tochtli," tochtli, mitl, ihuitl,"
24337,44,MC2_F_057,amozoc tepeyacac," tetl, maxaltic, tepetla,"
24338,44,MC2_F_058,tepeyacac," atlauhtli,"
24339,44,MC2_F_058a,teopanzola," atlauhtli,"
24340,44,MC2_F_059,ce acatl," acatl, mitl, ihuitl, ce,"
24341,44,MC2_F_060,tlaitic," teopantli, calcuamimilli, mamatlatl,"
24342,44,MC2_F_061,nahui tecpatl," tecpatl, ce, tlaloc,"
24343,44,MC2_F_062,nahui calli," calli, ce,"
24344,44,MC2_F_063,eyi acatl," acatl, ce, mitl, ihuitl,"
24345,44,MC2_F_064,cohuatepec," tepetl, cohuatl, nenepilli,"
24346,44,MC2_F_065,ome tecpatl," tecpatl, ce, tlaloc,"
24347,44,MC2_F_066,tzoncoliuhcan," xihuitl_3, tletl, yahualiuhqui, tonatiuh,"
24348,44,MC2_F_067,cuauhtinchan tepetla," maxaltic, tepetl,"
24349,44,MC2_F_068,cuauhtli ichan," tepetl, oztotl, tetl, tenamitl, cuauhtli,"
24350,44,MC2_F_069,cuauhtli ichan," cuauhtli,"
24351,44,MC2_F_070,amanalli," amanalli,"
24352,44,MC2_F_071,cahuacalco," tenamitl, tenextli,"
24353,44,MC2_F_072a,tecciztlame *," tecciztli,"
24354,44,MC2_F_074,nochuetl," nochtli,"
24355,44,MC2_F_075,tlapalero ?," tzacualli, mamatlatl,"
24356,44,MC2_F_076,iztac tzihuactli," tzihuactli, iztac,"
24357,44,MC2_F_077,quetzalehecatl," quetzalli, ehecatl,"
24358,44,MC2_F_078,tlatelli," tetl, mazatl, xalli, tlatelli,"
24359,44,MC2_F_079,xochitenanco," xochitl,"
24360,44,MC2_F_080,matlactli omeyi quiyahuitl," quiyahuitl,"
24361,44,MC2_F_081,cuitlatzin," cuitlatl,"
24362,44,MC2_F_082,cohuayocan cuauhtepec," tepetl, cuauhtli, mitl, ihuitl, tenamitl, tenextli,"
24363,44,MC2_F_083,tehuipanco," tetl, tenextli,"
24364,44,MC2_F_084,iztac tetla," tenextli, tetl, iztac,"
24365,44,MC2_F_085,aztatzincan," ameyalli, aztatl,"
24366,44,MC2_F_086,ocelotl ichan," ocelotl,"
24367,44,MC2_F_087,tepexochilama," tepetl, xochitl,"
24368,44,MC2_F_087a,teuctlacozauhqui," cohuatl,"
24369,44,MC2_F_089,totolac," ococuahuitl, totolin, cozcatl,"
24370,44,MC2_F_090,calli," calli,"
24371,44,MC2_F_091,nahualoztoc *," miztli, tepetl, oztotl,"
24372,44,MC2_F_093,tzontecomatl izomoca *," cuaitl, mecatl,"
24373,44,MC2_F_096,itzcuintla," itzcuintli, tepetl,"
24374,44,MC2_F_099,zoyapetlayocan," iczotl,"
24375,44,MC2_F_101,cuetzpaltzin," cuetzpalin,"
24376,44,MC2_F_102,tepexochocan," tepetl, xochitl,"
24377,44,MC2_F_103,calli," calli,"
24378,44,MC2_F_106,ecoztlan calmecac," calli,"
24379,44,MC2_F_107,xocoa," zoquitl, ameyalli, atlauhtli,"
24380,44,MC2_F_108,tlatlauhtli," ameyalli, zoquitl, atlauhtli,"
24381,44,MC2_F_109,calcahualco *," teopantli, calcuamimilli,"
24382,44,MC2_F_110,tzihuactzin ?," totomochtli, tzihuactli, huitztli,"
24383,44,MC2_F_112,tzontecomatl *," cuaxicalli,"
24384,44,MC2_F_115,xiuhtepetzin *," tepetl, xiuhtic,"
24385,44,MC2_F_116,oztoticpac," tenamitl, ameyalli, tenextli, xihuitl_1, tepetl,"
24386,44,MC2_F_117,acahualco," acahualli,"
24387,44,MC2_F_118,ce calli," calli, ce, mitl, ihuitl,"
24388,44,MC2_F_119,cepayauhtepec *," tetl, tepetl, iztac, tecihuitl,"
24389,44,MC2_F_120,temalacayo *," temalacatl,"
24390,44,MC2_F_123,tehuipanco," tepetl, tetl,"
24391,44,MC2_F_124,tepetl," tepetl,"
24392,44,MC2_G_001,tepetl," tepetl,"
24393,44,MC2_G_002,ocelotepec *," ocelotl, tepetl,"
24394,44,MC2_G_003,cilman," cilli, tepetl,"
24395,44,MC2_G_004,cuauhtepec  iztac *," tenextli, tepetl, tlatelli, cuauhtli,"
24396,44,MC2_G_005,cuauhtepec," tepetl, cuahuitl_1,"
24397,44,MC2_G_006,necuameyotoc," tepetl, oztotl, nopalli, teocomitl, metl, tlapalli,"
24398,44,MC2_G_007,tepetlatepan napan *," tepetl, tepetla,"
24399,44,MC2_G_010,chicome ?," macuilli, ce,"
24400,44,MC2_G_011,tlaquimilolli," tlaquimilolli, tzihuactli, ihuitl, quemitl,"
24401,44,MC2_G_012,tlacoapan *," ameyalli, tlacotl,"
24402,44,MC2_G_013,tzanatepec," tepetl, cacalotl,"
24403,44,MC2_G_014,cozotepec," tepetl, cuezalin,"
24404,44,MC2_G_015,cuauhtepec," tepetl, cuauhtli,"
24405,44,MC2_G_016,nenetepec," tepetl, nenetl,"
24406,44,MC2_G_017,yaonahuac," tepetl, mitl, ihuitl,"
24407,44,MC2_G_019,tlaxichtli," mitl, ihuitl, chichiquilli,"
24408,44,MC2_G_021,xiquipilco," chiquihuitl,"
24409,44,MC2_G_022,chicome mazatl," mazatl, ce, macuilli,"
24410,44,MC2_G_024,ome cuauhtli," eztli, cuauhtli, ce,"
24411,44,MC2_G_026,zoyatlan *," iczotl, xochitl,"
24412,44,MC2_G_027,aztatlan," tepetl, aztatl,"
24413,44,MC2_G_028,cuixatlauhco," tenextli, texcalli, oztotl, cuauhtli, mitl, ihuitl, iztac,"
24414,44,MC2_G_031,quechcotonqui cuauhtli," eztli, cuauhtli,"
24415,44,MC2_G_034,quetzaltehueyac," quetzalli,"
24416,44,MC2_G_036,atoyac cuappantli ipozteccan," atl, cuappantli,"
24417,44,MC2_G_038,chicuei tochtli," tochtli, ce, macuilli,"
24418,44,MC2_G_039,atoyac cuappantli," topilli, cuappantli, atl,"
24419,44,MC2_G_041,icxicohuatl," cohuatl, icxitl,"
24420,44,MC2_G_045,iztac cuauhtli *," yacamitl, cuauhtli, xayacatl, iztac, xahualli,"
24421,44,MC2_G_046,?," xayacatl, tlatoa,"
24422,44,MC2_G_049,tlalli camatlapancan *," omitl_1, tetl, temimilli, tlapanqui,"
24423,44,MC2_G_050,"citlalpol, huei citlalin"," citlalin, ixtelolotli,"
24424,44,MC2_G_051,zacacalli," ocozacatl, tzacualli,"
24425,44,MC2_G_052,zacacalli," tzacualli, ocozacatl,"
24426,44,MC2_G_053,tlaquimilolli," tlaquimilolli, quemitl, tzihuactli,"
24427,44,MC2_G_055,zoquiapan *," zoquitl, atlauhtli, cuauhtli,"
24428,44,MC2_G_056,tetzmitl *," xihuitl_1, huitzquilitl,"
24429,44,MC2_G_057,atlahuimolco *," tepetl, xapochtic, tetl, atl, coyoctic,"
24430,44,MC2_G_058a,tzontecomatl," cuaitl, cuahuitl_2,"
24431,44,MC2_G_059a,tzontecomatl," cuaitl, cuahuitl_2,"
24432,44,MC2_G_060,ce tochtli," tochtli, ce,"
24433,44,MC2_G_061a,xicotopilli," topilli, xicotli,"
24434,44,MC2_G_063,mitl," mitl, ihuitl,"
24435,44,MC2_G_065,chicnahui atl," atl, ce, macuilli,"
24436,44,MC2_G_066,tonatiuh," tonatiuh, cuaitl, tlapalli,"
24437,44,MC2_G_067,tlecuilli," tenextli, tetl, tlecuilli,"
24438,44,MC2_G_068,quechcotonqui huitzilin," huitzilin,"
24439,44,MC2_G_069,quechcotonqui ocelotl," ocelotl,"
24440,44,MC2_G_070,quechcotonqui cuauhtli," cuauhtli,"
24441,44,MC2_G_071,quechcotonqui mazatl," mazatl,"
24442,44,MC2_G_072,cuaxicalli," cuaxicalli,"
24443,44,MC2_G_073,tonatiuh," tonatiuh, cuaitl,"
24444,44,MC2_G_074,atlan *," atl, tlantli,"
24445,44,MC2_G_077,matlactli omeyi acatl," acatl, macuilli, ce, ihuitl,"
24446,44,MC2_G_078,ehecamalacotl," ehecamalacotl, ehecatl,"
24447,44,MC2_G_080,tlatlauhqui centli imancan," atl, ohuatl,"
24448,44,MC2_G_082,temazcaltepec  *," calli, calixtli, popoca,"
24449,44,MC2_G_083,tonapotzalco *," potzalli, tonatiuh,"
24450,44,MC2_G_087a,tonapotzalco *," potzalli, tonatiuh,"
24451,44,MC2_G_088,matlactli itzcuintli," itzcuintli, macuilli,"
24452,44,MC2_G_090,mazatl," mazatl, mitl, ihuitl, chichiquilli,"
24453,44,MC2_G_092,ehecamalacotl," ehecamalacotl, ehecatl,"
24454,44,MC2_G_094,matlactlionce ozomatli," ozomatli, ce, cilli, macuilli,"
24455,44,MC2_G_095,texcaltepec *," texcalli,"
24456,44,MC2_G_096,atlauhtli," zoquitl, atlauhtli, ameyalli, atl,"
24457,44,MC2_G_098,matlactliome malinalli," malinalli, macuilli, ce,"
24458,44,MC2_G_100,acolayahuitl *," atl, maitl_1, mixtli,"
24459,44,MC2_H_001,?," borrado,"
24460,44,MC2_H_002,teopantli," teopantli, calcuamimilli, calixtli, mamatlatl,"
24461,44,MC2_H_004,mizquic," mizquicuahuitl, pochotl,"
24462,44,MC2_H_005,cuitlahuac *," tepetl, cuitlatl, tenamitl,"
24463,44,MC2_H_006,cuitlaoztoc *," tzacualli, ocozacatl,"
24464,44,MC2_H_007,tlaquimilolli," tlaquimilolli, quemitl, tzihuactli, ihuitl,"
24465,44,MC2_H_009,ayotzinco," amanalli, ayotl, atl,"
24466,44,MC2_H_012,huexotzinco," huexocuahuitl,"
24467,44,MC2_H_013,ocopetlayocan *," ocozacatl, tetl, tlatlatilcuahuitl, caxitl, octli, tlaxcalli, topilli,"
24468,44,MC2_H_015,coyoapan *," coyotl, ameyalli, tetl,"
24469,44,MC2_H_016,tzacualtitlan tenanco," tzacualli, tetl,"
24470,44,MC2_H_017,huexotzinco," calixtli, teopantli, mamatlatl, calcuamimilli,"
24471,44,MC2_H_018,nocho," nochtli, tepetl, xochitl,"
24472,44,MC2_H_020,cuitlapiliztac *," cuitlapilli,"
24473,44,MC2_H_021,xaltlachco *," tlachtli, xalli,"
24474,44,MC2_H_022,teyahualolco  *," tenamitl, tlecuilli, tetl, yahualiuhqui,"
24475,44,MC2_H_023,xiuhmetl *," xihuitl_3, metl,"
24476,44,MC2_H_024,iztactepec," cepayahuitl, tepetl, iztac,"
24477,44,MC2_H_026,huehuetzin *," tlacatl, xolochauhqui, cuaitl, yahualiuhqui,"
24478,44,MC2_H_027,cuezcomac," cuezcomatl, tenamaztli,"
24479,44,MC2_H_028,cuezcomatl iyacac," cuezcomatl, tepetl, tenamaztli,"
24480,44,MC2_H_029,cuezcomatl iyacac," teopantli,"
24481,44,MC2_H_030,zacacalli," tzacualli, tlaquimilolli, tzihuactli, ihuitl, ocozacatl,"
24482,44,MC2_H_031,zacacalli," tzacualli, ocozacatl, tlaquimilolli, tzihuactli,"
24483,44,MC2_H_034,tepetl," tepetl,"
24484,44,MC2_H_035,popocatepetl," cepayahuitl, tepetl, popoca, iztac,"
24485,44,MC2_H_036,acahualla tetliyacac," xayacatl, texcalli, tenextli,"
24486,44,MC2_H_040,mamalhuaztli," tlecuahuitl, mitl, popoca, ihuitl, tletlaxoni,"
24487,44,MC2_H_041,tonatlachco *," tlachtli, tonatiuh, tlapalli, xiuhtic,"
24488,44,MC2_H_045,tlaquimilolli," tlaquimilolli, tzihuactli, ihuitl, quemitl,"
24489,44,MC2_H_047,acahualla tetliyacac," ocozacatl,"
24490,44,MC2_H_049,necaxa," atl,"
24491,44,MC2_H_050,mixtli," mixtli,"
24492,44,MC2_H_051,acahualla tetliyacac," tepetl,"
24493,44,MC2_H_053,cacaloapan *," atl, tetl, cacalotl, ameyalli, yahualiuhqui,"
24494,44,MC2_H_054,ehecatzinco *," tepetl, ehecatl,"
24495,44,MC2_H_055,xalteloli yonocan," tepetl, tlatzalan, xalli, cozcatl, chalchihuitl, chalchiuhnacochtli,"
24496,44,MC2_H_056,nacazpilolli," nacazpipilolli,"
24497,44,MC2_H_057,nacazpilolli," xihuitl_3, nacazpipilolli,"
24498,44,MC2_H_058,coyametlan  *," tepetl, coyametl,"
24499,44,MC2_H_059,nacaztepec *," nacaztli, tepetl,"
24500,44,MC2_H_060,teyahualolco *," etl, yahualiuhqui, tlalli,"
24501,44,MC2_H_061,tlahuan," comitl, octli,"
24502,44,MC2_H_063,tecaxic," tepetl, xicalli,"
24503,44,MC2_H_065,tepoztli," tepoztli,"
24504,44,MC2_H_066,xihuitl," xihuitl_3,"
24505,44,MC2_H_067,tzihuactlacochtli ihuan apaztli," apaztli, tzihuactli, ihuitl, coyolli,"
24506,44,MC2_H_068,tepetl," tepetl,"
24507,44,MC2_H_070,atlixco," ixtelolotli,"
24508,44,MC2_H_071,cuauhtepec," tepetl, ahuacacuahuitl,"
24509,44,MC2_H_072,xaltepec  huetz malloyo iyacac *," xalli, tlantli, xayacatl,"
24510,44,MC2_H_073,chichiquilli," chichiquilli, chian,"
24511,44,MC2_H_075,zacacalli," tzacualli, ocozacatl,"
24512,44,MC2_H_076,tezcatlipoca  yohualli ehecatl," tzihuactli, cipactli, ihuitl,"
24513,44,MC2_H_077,omitl ihuan ihuitl," omitl_1, ihuitl,"
24514,44,MC2_H_078,amanalco *," atl, amanalli,"
24515,44,MC2_H_079,tehuitziltzin *," huitzilin, tetl,"
24516,44,MC2_H_081,chimalhuacan *," tepetl, chimalli, xihuitl_3, xicalcoliuhqui, coyolli,"
24517,44,MC2_H_082,atonal *," xochitl, tonatiuh, atl,"
24518,44,MC2_H_086,ayocuacan," tepetl, toztli, mitl, ihuitl,"
24519,44,MC2_H_087,acolhuacapan *," atl, maitl_1,"
24520,44,MC2_H_088,tepetla," tepetl, tepetla,"
24521,44,MC2_H_089,zoquitepec *," tepetl, zoquitl,"
24522,44,MC2_H_090,tlacochtepec  *," tepetl, mitl, ihuitl, chichiquilli,"
24523,44,MC2_I_001,tepetl," tepetl,"
24524,44,MC2_I_002,xonacatepec," tepetl, xonacatl,"
24525,44,MC2_I_004,icxicohuatl," cohuatl, icxitl,"
24526,44,MC2_I_006,tepetl," tepetl,"
24527,44,MC2_I_007,texocoapan *," tetl, xocotl, atl,"
24528,44,MC2_I_008,calli," calli,"
24529,44,MC2_I_009,templo," iglesia,"
24530,44,MC2_I_012,cohuatepec," tepetl, cohuatl,"
24531,44,MC2_I_013,ehecatl," tototl, ehecatl,"
24532,44,MC2_I_014,ayoco *," ayotl,"
24533,44,MC2_I_015,tlacotl  itencan," tepetl, acatl,"
24534,44,MC2_I_016,quetzaltehueyac," quetzalli,"
24535,44,MC2_I_018,mamalhuaztli," atlauhtli,"
24536,44,MC2_I_018a,atlauhtli," atlauhtli,"
24537,44,MC2_I_019,tepetl," tepetl,"
24538,44,MC2_I_020,tepetl," tepetl,"
24539,44,MC2_I_021,papatlantoc," atlapalli,"
24540,44,MC2_I_023,tlaxilacalli *," calli, mitl, calixtli,"
24541,44,MC2_I_024,otli," otli, matlalin,"
24542,44,MC2_I_025,tlaxilacalli  *," calli, calixtli,"
24543,44,MC2_I_027,ayocuantzin," zolin, eztli,"
24544,44,MC2_I_028,meyocan," metl,"
24545,44,MC2_I_029,omeyolcan," huauhtli,"
24546,44,MC2_I_030,tetl nepaniuhcan," tenextli, iztac, tenamaztli,"
24547,44,MC2_I_031,cozcatepec," tepetl, chalchiuhcozcatl, cozcatl,"
24548,44,MC2_I_032,atoyac," atl,"
24549,44,MC2_I_034,xonacatepec," teopantli, calcuamimilli, calixtli, mamatlatl,"
24550,44,MC2_I_035,teopantli," teopantli, calcuamimilli, calixtli, mamatlatl,"
24551,44,MC2_I_039,maxtlahuilan *," maxtlatl,"
24552,44,MC2_I_041,xallatlaco," xalli, molcaxitl,"
24553,44,MC2_I_042,atlauhtli," atlauhtli,"
24554,44,MC2_I_043,tlaxilacalli," calli, calixtli,"
24555,44,MC2_I_044,aticpan," atl,"
24556,44,MC2_I_045,xayaco," tepetl, matlatl, xayacatl,"
24557,44,MC2_I_046,tepetl yahualiuhcan," tenamaztli, matlalin,"
24558,44,MC2_I_047,iztac tetla," tenextli, tlatelli, tetl, iztac,"
24559,44,MC2_I_048,apanecatl," quetzalapanecayotl, quetzalli,"
24560,44,MC2_I_049,tepexopan," tenextli, icxitl, tetl, iztac,"
24561,44,MC2_I_050,chiquiuhtepec," petlacalli, chiquihuitl, tepetl, nopalli, mecatl,"
24562,44,MC2_I_051,acatl," acatl, tzihuactli, ihuitl,"
24563,44,MC2_I_052,cohuatepec," tepetl, cohuatl, citlalin,"
24564,44,MC2_I_053,tlenamacone," tepetl, xicalli, tlenamactli,"
24565,44,MC2_I_054,totolquetzale," tepetl, totolin, quetzallalpiloni, cozcatl, iztac,"
24566,44,MC2_I_055,zacahuilotlan," tlalli, matlalin, tepetl, tetl, ocozacatl,"
24567,44,MC2_I_056,chicome acatl," acatl, ce, mitl, ihuitl, macuilli,"
24568,44,MC2_I_057,techimalco," tenamitl, chimalli,"
24569,44,MC2_I_058,tochtepec," tepetl, tochtli,"
24570,44,MC2_I_060,ahuacacuahuitl," ahuacacuahuitl,"
24571,44,MC2_I_062,chiquiuhtepec  chiauhtla," teopantli, mixoyotl,"
24572,44,MC2_I_063,ehuatl," capa, ehuatl_2,"
24573,44,MC2_I_065,tecpatepec," tepetl, tecpatl,"
24574,44,MC2_I_066,xiuhtepec," tepetl, xihuitl_3, tzacualli,"
24575,44,MC2_I_069,cohuatzin," cohuatl, citlalin,"
24576,44,MC2_I_070,malacatepec," tepetl, malacatl,"
24577,44,MC2_I_071,temalacayo," tenamitl, yahualiuhqui,"
24578,44,MC2_I_072,tecalli," iglesia,"
24579,44,MC2_I_073,tecpan," xayacatl, calli, calixtli,"
24580,44,MC2_I_076,caltepec," tepetl, calli, calixtli,"
24581,44,MC2_I_077,techimalli iyacac," chimalli, yahualiuhqui, mitl, ihuitl,"
24582,44,MC2_I_078,chicome tecpatl," tecpatl, ce, tlaloc, macuilli,"
24583,44,MC2_I_079,teopantli," teopantli, calcuamimilli, calixtli, mamatlatl,"
24584,44,MC2_I_080,tzontecomatl," cuaitl, tzontli,"
24585,44,MC2_I_082,tenamitl," tenamitl, tetl,"
24586,44,MC2_I_083,teopantli," teopantli, calcuamimilli, mamatlatl,"
24587,44,MC2_I_084,huehuetzin," xayacatl, huehuetl, xolochauhqui,"
24588,44,MC2_I_086,matlalxochitl *," matlalli,"
24589,44,MC2_I_087,xochitl *," xochitl,"
24590,44,MC2_I_088,quechcotonqui in mazatl *," mazatl, mitl, eztli, ihuitl, poztectli,"
24591,44,MC2_I_089,mapachtepec," mazatl, pachtli,"
24592,44,MC2_I_090,xayacatzin *," xayacatl,"
24593,44,MC2_I_093,ocopetlatl," ocozacatl,"
24594,44,MC2_I_094,tzontecomatepec *," cuaitl, tepetl,"
24595,44,MC2_I_095,chiyauhtzinco," tepetl, tetl, chian,"
24596,44,MC2_I_098,zoyapetlayo iyacac," zoyatl, iczotl,"
24597,44,MC2_J_001,tecpatzinco," tepetl, tecpatl,"
24598,44,MC2_J_002,ayocuantzin *," ihuitl,"
24599,44,MC2_J_005,ocopetlatl," ocozacatl,"
24600,44,MC2_J_006,?," borrado,"
24601,44,MC2_J_008,cohuatecatl," cohuatl, cuechtli,"
24602,44,MC2_J_011,cohuacuechtli," cohuatl, cuaitl, citlalin, cuechtli,"
24603,44,MC2_J_012,zoyapetlayo iyacac," zoyatl, metl, tzihuactli,"
24604,44,MC2_J_013,oztoyahualco," iztac, yahualiuhqui, oztotl, tetl,"
24605,44,MC2_J_014,cuauhyahualolco," yahualiuhqui, ahuehuetl, atl,"
24606,44,MC2_J_015,mazacholco," ameyalli, tetl,"
24607,44,MC2_J_016,mitl," mitl, ihuitl,"
24608,44,MC2_J_017,chichimecatepec *," tlatoa, tlahuitolli, tepetl, tlacatl,"
24609,44,MC2_J_019,tecuantepec," tepetl, coyotl,"
24610,44,MC2_J_020,cozotepec," tepetl, ihuitl,"
24611,44,MC2_J_021,teuczacatzontetla," tepetl, huitztli,"
24612,44,MC2_J_022,matlactzinco," tenamaztli,"
24613,44,MC2_J_023,matlactzinco," teopantli, calli, calixtli, mamatlatl,"
24614,44,MC2_J_024,huehuexayacatzin *," xayacatl, huehuetl,"
24615,44,MC2_J_027,ocopetlatl," ocozacatl,"
24616,44,MC2_J_028,macuilli tochtli," tochtli, macuilli,"
24617,44,MC2_J_030,otonteuctli," xahualli,"
24618,44,MC2_J_034,ce calli," calli, ce,"
24619,44,MC2_J_036,atezcac," amanalli, atl, tezcatl,"
24620,44,MC2_J_037,cohuaixtlahuacan," tepetl, cohuatl, citlalin,"
24621,44,MC2_J_038,chicuace acatl," acatl, ce, mitl, ihuitl, macuilli,"
24622,44,MC2_J_039,matlactli acatl," acatl, macuilli, ihuitl,"
24623,44,MC2_J_040,teopantli," teopantli, mamatlatl,"
24624,44,MC2_J_041,mamayahuini *," tlecuahuitl, xocpalmachiyotl,"
24625,44,MC2_J_043,tzihuactemoc  *," tzihuactli, xocpalmachiyotl,"
24626,44,MC2_J_045,xochicozcatl," cozcatl, xochitl,"
24627,44,MC2_J_046a,ocopetlatl," ocozacatl,"
24628,44,MC2_J_047,xochiapan *," xochitl, atl,"
24629,44,MC2_J_048,iztaccuauhtli," cuauhtli, iztac,"
24630,44,MC2_J_050,cohuatzin," cohuatl,"
24631,44,MC2_J_051,matlactli omeyi quiyahuitl," quiyahuitl, citlalin,"
24632,44,MC2_J_054,xiuhtototl *," xiuhtototl, atl,"
24633,44,MC2_J_056,cepaxochitzin," ichcaxochitl,"
24634,44,MC2_J_057,yancuictlalpan," tlalli, cuauhtli, tezcatl,"
24635,44,MC2_J_058,quechcotonqui iztac itzcuintli," iztac, itzcuintli, eztli,"
24636,44,MC2_J_059,cuezalin," quetzalli, xiuhtototl, cuezalin,"
24637,44,MC2_J_060,quechcotonqui iztactotol," tototl, eztli, iztac,"
24638,44,MC2_J_062,tochtzin *," tochtli,"
24639,44,MC2_J_064,xochitl," xochitl, matlalli,"
24640,44,MC2_J_065,tliltepec," tepetl, tliltic,"
24641,44,MC2_J_066,tentzon," tepetla,"
24642,44,MC2_J_067,acaxohuayan," atl, ameyalli, acatl,"
24643,44,MC2_J_068,xoxopehualoc *," icxitl, tetl,"
24644,44,MC2_J_069,ahuehuetlan," ahuehuetl,"
24645,44,MC2_J_070,huehuetlan," tepetl, cuaitl, xolochauhqui,"
24646,44,MC2_J_071,huaxocuacan *," huaxin, xayacatl, nenepilli,"
24647,44,MC2_J_072,mazacholco," tetl, ameyalli, iztac, atl, mazatl,"
24648,44,MC2_J_073,huilotepec," huilotl, tepetl,"
24649,44,MC2_J_074,tepocehecatl iquizcan tepetzinco," tepetl, ehecatl,"
24650,44,MC2_J_075,malinalco," tepetl, malinalli,"
24651,44,MC2_J_076,tetlilpican," tliltic, texcalli,"
24652,44,MC2_J_077,tetechotepec *," nopalli, tepetl, mitl,"
