id,codexid,cote,lecture,element
11935,30,387_617v_33,nemitl," xocpalmachiyotl, xayacatl,"
11936,30,387_617v_35,teton," tetl,"
11937,30,387_617v_37,ehecatl," ehecatl,"
11938,30,387_617v_39,mimich," michin,"
11939,30,387_617v_41,chapol," chapolin,"
11940,30,387_617v_43,?," cuahuitl_2, piqui, tlacatl,"
11941,30,387_618r_02,xochitototl ?," tototl,"
11942,30,387_618r_04,ocelotl," ocelotl,"
11943,30,387_618r_06,icnocuauh," cuauhtli, ixayotl,"
11944,30,387_618r_08,tecpa," tecpatl,"
11945,30,387_618r_10,mixcohuatl," cohuatl, mixtli,"
11946,30,387_618r_12,ehecatl," ehecatl,"
11947,30,387_618r_14,tzihuacmitl," mitl, tzihuactli,"
11948,30,387_618r_16,totomoch," totomochtli,"
11949,30,387_618r_18,teix," ixtelolotli,"
11950,30,387_618r_20,xochiquen," quemitl, xochitl,"
11951,30,387_618r_22,xicalan ?," cuaitl,"
11952,30,387_618r_24,oli," malacatl,"
11953,30,387_618r_26,tequicen," centli,"
11954,30,387_618r_27,?," piqui, ?_05,"
11955,30,387_618r_29,tlazol," teuhtli,"
11956,30,387_618r_31,mixcohuatl," cohuatl, mixtli,"
11957,30,387_618r_33,tezauhtoc," tlacatl,"
11958,30,387_618r_35,tlazol," teuhtli,"
11959,30,387_618r_37,tonemac," tlacatl,"
11960,30,387_618r_39,tlapatl *," xochitl,"
11961,30,387_618r_41,mihua," mitl,"
11962,30,387_618r_43,aocnel," cuahuitl_2, tomatl,"
11963,30,387_618r_45,xiuhnel," xihuitl_3,"
11964,30,387_618r_47,chiquil," chiquilichtli,"
11965,30,387_618r_49,cuatoz," toztli, cuaitl,"
11966,30,387_618r_51,totococ ?," macpalli, xocpalmachiyotl, ?,"
11967,30,387_618v_02,tequicen," centli,"
11968,30,387_618v_04,cozcacuauh," cuauhtli, cozcatl,"
11969,30,387_618v_06,yaotl," ayotl,"
11970,30,387_618v_08,tlamani," tzontli, xayacatl, piqui,"
11971,30,387_618v_10,xico," xicotli,"
11972,30,387_618v_12,?," ?, macpalli,"
11973,30,387_618v_14,tlacochtemoc *," mitl, xocpalmachiyotl,"
11974,30,387_618v_16,tianquiznahuacatl," xocpalmachiyotl, tianquiztli,"
11975,30,387_618v_18,tayauh *," ayatl,"
11976,30,387_618v_20,huitztlacatl," huitztli,"
11977,30,387_618v_22,tzoniztal," tzontli, ?_05,"
11978,30,387_618v_24,mimich," michin,"
11979,30,387_618v_26,macuil," macuilli,"
11980,30,387_618v_28,ocelotl," ocelotl,"
11981,30,387_618v_30,tozan," tozan,"
11982,30,387_618v_32,ometochcuaitl," ce, tochtli,"
11983,30,387_618v_34,xochua," xochitl,"
11984,30,387_618v_36,ehecatl," ehecatl,"
11985,30,387_618v_38,pantli," pantli,"
11986,30,387_618v_40,cuauhtzon," cuauhtli, tzontli,"
11987,30,387_618v_42,cohuatl," cohuatl,"
11988,30,387_618v_44,tecpa," tecpatl,"
11989,30,387_618v_46,yohual," yohualli,"
11990,30,387_618v_48,aztatl," aztatl,"
11991,30,387_618v_50,tlahuizcal," tlanextli,"
11992,30,387_618v_52,temillo," tetl,"
11993,30,387_618v_54,mimich," michin,"
11994,30,387_618v_56,amiztlato ?," atl,"
11995,30,387_618v_58,ixmahui," tlachia,"
11996,30,387_618v_60,cuixtli," cuixtli,"
11997,30,387_619r_02,tomiyauh," miyahuatl,"
11998,30,387_619r_05,aztaquechol ?," aztatl,"
11999,30,387_619r_07,xilotl," xilotl,"
12000,30,387_619r_10,cuauhnezahual ?," cuauhtli, tliltic,"
12001,30,387_619r_12,cozcamiyauh ?," cozcatl,"
12002,30,387_619r_14,mixcohuatl," cohuatl, mixtli,"
12003,30,387_619r_16,xochicalcatl," xochitl, calli,"
12004,30,387_619r_18,xoxocoyol," xoxocoyolli,"
12005,30,387_619r_20,huitznahua," huitztli,"
12006,30,387_619r_22,chicochal ?," ?,"
12007,30,387_619r_24,chimalma," chimalli,"
12008,30,387_619r_26,quechol," quecholli,"
12009,30,387_619r_28,tzacualcatl ?," michin,"
12010,30,387_619r_30,matlal," matlalli,"
12011,30,387_619r_32,cohuatl," cohuatl,"
12012,30,387_619r_34,xiuhnel," xihuitl_3,"
12013,30,387_619r_36,michihuauh," chian,"
12014,30,387_619r_38,tlamaca," tlacatl,"
12015,30,387_619r_40,cuauhtlapeuh," ?_05, cuauhtli,"
12016,30,387_619r_42,cuauhxoch ?," xochitl,"
12017,30,387_619r_45,?," ?_02,"
12018,30,387_619r_47,xochitl," xochitl,"
12019,30,387_619r_49,huitzitl *," huitztli,"
12020,30,387_619r_51,temillo," tetl, tlacatl,"
12021,30,387_619r_53,oceloxochi ?," ocelotl,"
12022,30,387_619r_55,tlatolmahui," tlatoa,"
12023,30,387_619r_57,mimich," michin,"
12024,30,387_619v_02,calli," calli,"
12025,30,387_619v_04,xihuitl," xihuitl_3,"
12026,30,387_619v_06,mixcohuatl," cohuatl, mixtli,"
12027,30,387_619v_08,?," ?, tetl,"
12028,30,387_619v_09,tlaxcalteca *," tlaxcalli, macpalli, tepetl,"
12029,30,387_619v_11,michtepihua ?," michin, ?,"
12030,30,387_619v_13,xochiteotl," xochitl,"
12031,30,387_619v_15,mocuecuetzo ?," ?,"
12032,30,387_619v_17,zaocne ?," zayolin,"
12033,30,387_619v_19,mimich," michin,"
12034,30,387_619v_21,xiuhnel," xihuitl_3,"
12035,30,387_619v_23,quecholtecyan ?," acatl, citlalin,"
12036,30,387_619v_25,tohueyo," xayacatl,"
12037,30,387_619v_27,tecuecuex," xocpalli, cuecuextli,"
12038,30,387_619v_29,tocuilcoyo," aztatl,"
12039,30,387_619v_31,?," icxitl,"
12040,30,387_619v_33,?," ?_03,"
12041,30,387_619v_35,ezton," eztli, tototl,"
12042,30,387_619v_37,xochicohuatl," xochitl, cohuatl,"
12043,30,387_619v_39,tlalli," tlalli,"
12044,30,387_619v_41,huiyaqui," pantli, xocpalmachiyotl,"
12045,30,387_619v_43,tlamao," ixtelolotli,"
12046,30,387_619v_45,tlalton," tlalli,"
12047,30,387_619v_47,tlazaloc," tlacatl, espada,"
12048,30,387_619v_49,maton," macpalli,"
12049,30,387_619v_50,choloqui *," icxitl, tepetl,"
12050,30,387_619v_52,ceacatl," acatl,"
12051,30,387_619v_54,tizatemoc ?," tizatl, icxitl,"
12052,30,387_619v_56,itzcohuatl," itztli, cohuatl,"
12053,30,387_619v_58,?," ?, tlaolli,"
12054,30,387_619v_60,eccihuatl ?," cihuatl,"
12055,30,387_619v_62,yaotl," ayotl,"
12056,30,387_724r_01,"san bartolome, templo de"," iglesia,"
12057,30,387_724r_02,?," ithualli,"
12058,30,387_724v_01,pilcalli *," calli,"
12059,30,387_724v_03,macuiltoch *," tochtli, macuilli,"
12060,30,387_724v_05,mixcohuatl," cohuatl, mixtli,"
12061,30,387_724v_06,pilcalli *," calli,"
12062,30,387_724v_08,cohuatl," cohuatl,"
12063,30,387_724v_10,ocelotl," ocelotl,"
12064,30,387_724v_12,mixcohuatl," cohuatl, mixtli,"
12065,30,387_724v_14,cicuil ?," tlilhuahuana,"
12066,30,387_724v_16,xochiteotl," xochitl,"
12067,30,387_724v_18,tecpa," tecpatl,"
12068,30,387_724v_19,pilcalli *," calli,"
12069,30,387_724v_21,mimich," michin,"
12070,30,387_724v_23,topitl," cuetzpalin,"
12071,30,387_724v_25,mixcohuatl," cohuatl, mixtli,"
12072,30,387_724v_27,popoca *," popoca,"
12073,30,387_724v_28,pilcalli *," calli,"
12074,30,387_724v_30,quechol," quecholli,"
12075,30,387_724v_32,?," tetl, ?,"
12076,30,387_724v_33,pilcalli *," calli,"
12077,30,387_724v_35,tlacanenel," tlacatl,"
12078,30,387_724v_37,ahuech ...," calli, quiyahuitl,"
12079,30,387_724v_39,tlacochtemoc *," mitl, xocpalmachiyotl,"
12080,30,387_724v_41,chimal ...," piqui, chimalli,"
12081,30,387_724v_43,mizquicatl," mizquicuahuitl,"
12082,30,387_724v_45,mayan," piqui, ?_05,"
12083,30,387_724v_47,tochpaina," tochtli, xocpalmachiyotl,"
12084,30,387_725r_01,pilcalli *," calli,"
12085,30,387_725r_03,motecualtia ?," tecomatl, atl, tlacatl,"
12086,30,387_725r_05,xolomi," omitl_1,"
12087,30,387_725r_07,tlahuetzohua ?," tlacatl, nenepilli,"
12088,30,387_725r_09,teucilhuitl ?," tetl, ?,"
12089,30,387_725r_11,ecoc," icxitl,"
12090,30,387_725r_13,mazahuatl," mazatl, huitztli,"
12091,30,387_725r_14,pilcalli *," calli,"
12092,30,387_725r_16,camisa," camisa,"
12093,30,387_725r_18,ceacatl," acatl,"
12094,30,387_725r_20,quiyauh," quiyahuitl,"
12095,30,387_725r_22,tecpatl," tecpatl,"
12096,30,387_725r_24,tlaxich," tlaxichtli,"
12097,30,387_725r_26,cuauhtliztac," cuauhtli,"
12098,30,387_725r_27,pilcalli *," calli,"
12099,30,387_725r_29,zahualcatl," zahualli, tepetl,"
12100,30,387_725r_31,ocelotl," ocelotl,"
12101,30,387_725r_33,tecpa," tecpatl,"
12102,30,387_725r_35,mixcohuatl," cohuatl, mixtli,"
12103,30,387_725r_37,tochtli," tochtli,"
12104,30,387_725r_38,pilcalli *," calli,"
12105,30,387_725r_40,huitznahuacatl," huitztli,"
12106,30,387_725r_42,cehual," xacalli,"
12107,30,387_725r_43,nentequitl," ?_03,"
12108,30,387_725r_45,chicahuac *," huictli, piqui,"
12109,30,387_725r_47,ehecatl," ehecatl,"
12110,30,387_725r_50,elcatz," tlacatl,"
12111,30,387_725r_53,mixcohuatl," cohuatl, mixtli,"
12112,30,387_725v_02,cacahuaxochitl," xochitl, cacahuatl,"
12113,30,387_725v_04,iztac ?," iztac,"
12114,30,387_725v_06,xochicuepon," xochitl,"
12115,30,387_725v_08,xochatlapal *," xihuitl_1, xochitl,"
12116,30,387_725v_10,toletl," tolin,"
12117,31,387_621r_01,"santa maria, templo de"," iglesia,"
12118,31,387_621r_02,acxotlan," centzontli,"
12119,31,387_622r_02,nezahual," tlacatl, ixtlilli,"
12120,31,387_622r_03,centecpanpixqui," pantli,"
12121,31,387_622r_05,cozauh," ?_08,"
12122,31,387_622r_06,macuiltecpanpixqui ?," pantli,"
12123,31,387_622r_08,ce *," ce,"
12124,31,387_622r_10,yaotl," ayotl,"
12125,31,387_622r_13,cipac," cipactli,"
12126,31,387_622r_15,cuezal," cuezalin,"
12127,31,387_622r_16,calpolli," calli,"
12128,31,387_622r_18,ihuitltemoc," ihuitl, xocpalmachiyotl,"
12129,31,387_622r_20,cequiyauh," quiyahuitl,"
12130,31,387_622r_21,teocaltitlan calpolli," calli, xacalli, tzacualli, calli,"
12131,31,387_622r_23,cuauhtli," cuauhtli,"
12132,31,387_622r_25,ehecaozoma," ehecatl, ozomatli,"
12133,31,387_622r_27,macuilitzcuin," macuilli, itzcuintli,"
12134,31,387_622r_29,chicnauh," macuilli, ce,"
12135,31,387_622r_31,ehecatl," ehecatl,"
12136,31,387_622r_33,itzcuin," itzcuintli,"
12137,31,387_622r_35,poyon," poyomatli,"
12138,31,387_622r_37,xoctepi," comitl,"
12139,31,387_622r_39,cuauhtli," cuauhtli,"
12140,31,387_622r_41,totococ," xocpalmachiyotl,"
12141,31,387_622r_43,tetl," tetl,"
12142,31,387_622r_45,ocelotl," ocelotl,"
12143,31,387_622v_02,cuauhtli," cuauhtli,"
12144,31,387_622v_03,centecpanpixqui," pantli,"
12145,31,387_622v_05,cuetlan," cuahuitl_2, tlapanqui,"
12146,31,387_622v_07,yopi," yopitzontli,"
12147,31,387_622v_09,cemitl," mitl,"
12148,31,387_622v_11,ayaquica," tlacatl,"
12149,31,387_622v_12,?," borrado,"
12150,31,387_622v_14,tlale," tlalli,"
12151,31,387_622v_16,cuauhtli," cuauhtli,"
12152,31,387_622v_18,tochpin," tochtli,"
12153,31,387_622v_19,mizquipolco calpolli," calli, mizquicuahuitl,"
12154,31,387_622v_21,ehecatl," ehecatl,"
12155,31,387_622v_23,ozoma," ozomatli,"
12156,31,387_622v_25,chicnauh," macuilli, ce,"
12157,31,387_622v_27,cihuanemi," cihuatl, xocpalmachiyotl,"
12158,31,387_622v_29,quetzalcuauh," quetzalli, cuauhtli,"
12159,31,387_622v_31,tecpatl," tecpatl,"
12160,31,387_622v_33,tlacochmachan," petlatl, mitl,"
12161,31,387_622v_35,tehuitzil," huitzilin, tetl,"
12162,31,387_622v_37,tein," tetl, tlapanqui,"
12163,31,387_622v_39,mazatl," mazatl,"
12164,31,387_622v_41,cuauhchayahual," cuauhtli, tlanextli,"
12165,31,387_622v_43,yaotl," ayotl,"
12166,31,387_623r_02,xochitl," xochitl,"
12167,31,387_623r_03,centecpanpixqui," pantli,"
12168,31,387_623r_05,tzatzitoc," tlatoa,"
12169,31,387_623r_07,cuauhzol," zolin,"
12170,31,387_623r_09,cozcacuauh," cuauhtli, cozcatl,"
12171,31,387_623r_11,oyohual," coyolli,"
12172,31,387_623r_13,tochtli," tochtli,"
12173,31,387_623r_15,ozoma," ozomatli,"
12174,31,387_623r_17,papa," tlacatl, quechtzontli,"
12175,31,387_623r_18,cohuatlan calpolli," calli, cohuatl,"
12176,31,387_623r_20,?," ?,"
12177,31,387_623r_22,cozcacuauh," cuauhtli, cozcatl,"
12178,31,387_623r_24,tochtli," tochtli,"
12179,31,387_623r_26,aocnel," cuahuitl_2, piqui, comitl,"
12180,31,387_623r_28,macuilehecatl," macuilli, ehecatl,"
12181,31,387_623r_30,tizahuiloc ?," iztac,"
12182,31,387_623r_32,amitl," atl, mitl,"
12183,31,387_623r_34,chalchiuhatl," chalchihuitl, atl,"
12184,31,387_623r_36,cima," cimatl,"
12185,31,387_623r_38,atonal ?," atl,"
12186,31,387_623r_40,cohuatl," cohuatl,"
12187,31,387_623r_42,cuauhizte *," iztetl,"
12188,31,387_623v_02,huitzne," huitztli,"
12189,31,387_623v_03,centecpanpixqui," pantli,"
12190,31,387_623v_05,zolin," zolin,"
12191,31,387_623v_07,cuacuauh," cuacuahuitl,"
12192,31,387_623v_09,icnotlacatl," ixayotl, tlacatl,"
12193,31,387_623v_10,cuexcoch," cuaitl,"
12194,31,387_623v_13,quetzalomi," quetzalli, omitl_1,"
12195,31,387_623v_15,tzonetli," cuetlachtli,"
12196,31,387_623v_17,mixcohuatl," cohuatl, mixtli,"
12197,31,387_623v_18,tlecuilhuacan calpolli," calli, tletl, tlecuilli,"
12198,31,387_623v_20,zolin," zolin,"
12199,31,387_623v_22,cuauhtzontecon," cuauhtli, cuaitl,"
12200,31,387_623v_24,ozoma," ozomatli,"
12201,31,387_623v_26,acol," atl, maitl_1,"
12202,31,387_623v_28,acol," atl, maitl_1,"
12203,31,387_623v_30,tochtlacua," tochtli, ?,"
12204,31,387_623v_32,tochtli," tochtli,"
12205,31,387_623v_34,mimich," michin,"
12206,31,387_623v_36,cuitlapil," cuitlapilli,"
12207,31,387_623v_38,cohuatl," cohuatl,"
12208,31,387_623v_40,tecocoa," tlacatl, icpalli,"
12209,31,387_623v_42,huitzne," huitztli,"
12210,31,387_624r_02,cipac," cipactli,"
12211,31,387_624r_03,centecpanpixqui," pantli,"
12212,31,387_624r_05,huitzne," huitztli,"
12213,31,387_624r_07,cuauhtli," cuauhtli,"
12214,31,387_624r_09,ozoma," ozomatli,"
12215,31,387_624r_11,miquiz," tlaquimilolli,"
12216,31,387_624r_13,mazatl," mazatl,"
12217,31,387_624r_15,cuauhtli," cuauhtli,"
12218,31,387_624r_17,acahual," zacatl,"
12219,31,387_624r_18,chalchiuhtepec calpolli," calli, chalchihuitl, tepetl,"
12220,31,387_624r_20,ixtlamati," ixtelolotli,"
12221,31,387_624r_22,cuetlan," cuahuitl_2, tlapanqui,"
12222,31,387_624r_24,acohuatl," cohuatl, atl,"
12223,31,387_624r_26,xochitlahuan," xochitl, caxitl,"
12224,31,387_624r_28,chicua," chicuatli,"
12225,31,387_624r_30,tecpatl," tecpatl,"
12226,31,387_624r_32,mazatl," mazatl,"
12227,31,387_624r_34,huitzne," huitztli,"
12228,31,387_624r_36,quiyauh," quiyahuitl,"
12229,31,387_624r_38,amacozatl," amatl, ?, atl,"
12230,31,387_624r_40,cipac," cipactli,"
12231,31,387_624r_42,icel huetztoc," tlacatl,"
12232,31,387_624v_02,cuauhtli," cuauhtli,"
12233,31,387_624v_03,centecpanpixqui," pantli,"
12234,31,387_624v_05,ocelotl," ocelotl,"
12235,31,387_624v_06,macuiltecpanpixqui," pantli,"
12236,31,387_624v_08,temacehual ?," macpalli, teuhtli,"
12237,31,387_624v_10,ixcaltzon," ixtelolotli, tzontli,"
12238,31,387_624v_13,yaotl," ayotl,"
12239,31,387_624v_15,motelchiuh," macpalli, tetl,"
12240,31,387_624v_16,olcuixco calpolli," olli, cuixtli,"
12241,31,387_624v_18,atonal," tlanextli, atl,"
12242,31,387_624v_20,xiuhtlapoca," xihuitl_3, popoca,"
12243,31,387_624v_22,ozoma," ozomatli,"
12244,31,387_624v_24,ozoma," ozomatli,"
12245,31,387_624v_26,zaocnen ?," nenetl,"
12246,31,387_624v_28,huitzil," huitzilin,"
12247,31,387_624v_30,tozan," tozan,"
12248,31,387_624v_32,tlacochin," mitl,"
12249,31,387_624v_34,cacahuamazatl," cacahuatl, mazatl,"
12250,31,387_624v_36,yohualahuach," yohualli, quiyahuitl,"
12251,31,387_624v_38,acatl," acatl,"
12252,31,387_624v_40,acatl," acatl,"
12253,31,387_624v_42,tlapic," tamalli, piqui,"
12254,31,387_624v_44,mixcohuatl," mixtli, cohuatl,"
12255,31,387_625r_02,nentequitl *," huictli, nenetl,"
12256,31,387_625r_03,centecpanpixqui," pantli,"
12257,31,387_625r_05,quetzaltequi," quetzalli, ?_05,"
12258,31,387_625r_07,cuetzpal," cuetzpalin,"
12259,31,387_625r_09,ozoma," ozomatli,"
12260,31,387_625r_11,tohueyo," tentetl,"
12261,31,387_625r_13,cuacuala ?," xayacatl, tlatoa,"
12262,31,387_625r_15,cuauhtli," cuauhtli,"
12263,31,387_625r_17,tliltilma," tilmatli, tliltic,"
12264,31,387_625r_19,ozoma," ozomatli,"
12265,31,387_625r_20,xaltepetlapan calpolli *," calli, xalli, petlatl, yahualiuhqui,"
12266,31,387_625r_22,cozcacuauh," cuauhtli, cozcatl,"
12267,31,387_625r_24,mixcohuatl," mixtli, cohuatl,"
12268,31,387_625r_26,cohuatl," cohuatl,"
12269,31,387_625r_28,zacacatl," zacatl,"
12270,31,387_625r_30,mazatl," mazatl,"
12271,31,387_625r_32,yaotl," ayotl,"
12272,31,387_625r_34,cuauhtli," cuauhtli,"
12273,31,387_625r_36,?," macpalli,"
12274,31,387_625r_38,cuauhtli," cuauhtli,"
12275,31,387_625r_40,cuauhtli," cuauhtli,"
12276,31,387_625r_42,xochua," xochitl,"
12277,31,387_625v_02,atonal," tlanextli, atl,"
12278,31,387_625v_03,centecpanpixqui," pantli,"
12279,31,387_625v_05,zolin," zolin,"
12280,31,387_625v_07,mixcohuatl," mixtli, cohuatl,"
12281,31,387_625v_09,yaotl," ayotl,"
12282,31,387_625v_11,cozcacuauh," cozcatl, cuauhtli,"
12283,31,387_625v_13,cuauhtliztac," cuauhtli, iztac,"
12284,31,387_625v_15,huitzne," huitztli,"
12285,31,387_625v_17,olin," olin,"
12286,31,387_625v_19,cuauhtli," cuauhtli,"
12287,31,387_625v_20,oxihuacan calpolli," ?, calli,"
12288,31,387_625v_22,maceuh," quetzalli,"
12289,31,387_625v_24,cuauhpipitzca," cuauhtli, tlatoa,"
12290,31,387_625v_26,cuitlapech ?," ?_03,"
12291,31,387_625v_28,cuauhtli," cuauhtli,"
12292,31,387_625v_30,tozan," tozan,"
12293,31,387_625v_32,itzcuin," itzcuintli,"
12294,31,387_625v_34,mimich," michin,"
12295,31,387_625v_36,yaotl," ayotl,"
12296,31,387_625v_38,macuil," macuilli,"
12297,31,387_625v_40,cuauhtli," cuauhtli,"
12298,31,387_625v_42,cozauh," ?_08,"
12299,31,387_626r_02,tezi," cihuatl, xolochauhqui,"
12300,31,387_626r_03,centecpanpixqui," pantli,"
12301,31,387_626r_05,chilcotoc," chilli,"
12302,31,387_626r_07,mixcohuatl," mixtli, cohuatl,"
12303,31,387_626r_09,temazcale," calli, popoca,"
12304,31,387_626r_11,cuauhtli," cuauhtli,"
12305,31,387_626r_13,xalton," xalli,"
12306,31,387_626r_15,cohuatl," cohuatl,"
12307,31,387_626r_17,tlamatzincatl ?," macpalli, tlantli,"
12308,31,387_626r_19,tenzaca," tentetl,"
12309,31,387_626r_20,tlalpican calpolli," tlalpilli, calli,"
12310,31,387_626r_22,tochtli," tochtli,"
12311,31,387_626r_24,acatl," acatl,"
12312,31,387_626r_26,nentequitl," huictli, nenetl,"
12313,31,387_626r_28,quiyauh," quiyahuitl,"
12314,31,387_626r_30,cohuatl," cohuatl,"
12315,31,387_626r_32,itztapallo," itztapalli,"
12316,31,387_626r_34,ixtlil," xayacatl, tliltic,"
12317,31,387_626r_36,mixcohuatl," mixtli, cohuatl,"
12318,31,387_626r_38,xochipepena," xochitl, piqui,"
12319,31,387_626r_40,yaotl," ayotl,"
12320,31,387_626r_42,necoc," nenetl, ?_07,"
12321,31,387_626v_02,cuacuauh," cuacuahuitl,"
12322,31,387_626v_03,centecpanpixqui," pantli,"
12323,31,387_626v_05,nacazpatlac," nacaztli, ?_07,"
12324,31,387_626v_06,macuiltecpanpixqui," pantli,"
12325,31,387_626v_08,xiuhtecatl," xihuitl_3,"
12326,31,387_626v_10,cima," cimatl,"
12327,31,387_626v_13,itzcuauh," itztli, cuauhtli,"
12328,31,387_626v_15,xaxal," ?_05,"
12329,31,387_626v_17,huitzne," huitztli,"
12330,31,387_626v_19,ihuitl," ihuitl,"
12331,31,387_626v_22,tlaxich," tlaxichtli,"
12332,31,387_626v_24,xochipan," xochitl, pantli,"
12333,31,387_626v_26,itzcuauh," itztli, cuauhtli,"
12334,31,387_626v_27,itzcoloco calpolli," itzcolotli, calli,"
12335,31,387_626v_29,itzeheca," itztli, ehecatl,"
12336,31,387_626v_31,tlamao," ixtelolotli,"
12337,31,387_626v_33,chimaleheca," chimalli, ehecatl,"
12338,31,387_626v_35,atonal," tlanextli, atl,"
12339,31,387_626v_37,ozoma," ozomatli,"
12340,31,387_626v_39,temillo," tetl,"
12341,31,387_626v_41,quiyauh," quiyahuitl,"
12342,31,387_626v_43,cohuatl," cohuatl,"
12343,31,387_626v_45,amiztlato," miztli, atl,"
12344,31,387_627r_01,itzcoloco calpolli," itzcolotli, calli,"
12345,31,387_627r_03,yaotl," ayotl,"
12346,31,387_627r_04,centecpanpixqui," pantli,"
12347,31,387_627r_06,itzcuin," itzcuintli,"
12348,31,387_627r_07,quetzalhuaqui," quetzalli,"
12349,31,387_627r_09,netlamatoc ?," nenetl, atl,"
12350,31,387_627r_11,ehecatl," ehecatl,"
12351,31,387_627r_13,cuatechcahua ?," xochitl,"
12352,31,387_627r_15,mixcohuatl," mixtli, cohuatl,"
12353,31,387_627r_16,macuiltecpanpixqui ?," pantli,"
12354,31,387_627r_18,tlacochin," mitl,"
12355,31,387_627r_20,ocelotl," ocelotl,"
12356,31,387_627r_22,anahuacatl," atl,"
12357,31,387_627r_24,yaotl," ayotl,"
12358,31,387_627r_26,tlacochin," mitl,"
12359,31,387_627r_27,quetzalhuacan calpolli," calli, quequetzalli, piqui,"
12360,31,387_627r_29,amiztlato," miztli, atl,"
12361,31,387_627r_31,yaotl," ayotl,"
12362,31,387_627r_33,nacazpatlac," nacaztli, ?_07,"
12363,31,387_627r_35,tzompan," tzontli, pantli,"
12364,31,387_627r_37,cazapolihuiz," tlacatl, ixtlilli,"
12365,31,387_627r_39,itzcahua ?," itztli, ?_05,"
12366,31,387_627r_41,huitzilpopoca," huitzilin, popoca,"
12367,31,387_627r_43,temizatl," tetl, miztli, atl,"
12368,31,387_627r_44,itzcoloco calpolli," itzcolotli, calli,"
12369,31,387_627r_46,mixcohuatl," mixtli, cohuatl,"
12370,31,387_627v_02,itzcuauh," itztli, cuauhtli,"
12371,31,387_627v_03,centecpanpixqui," pantli,"
12372,31,387_627v_05,cuetlachcohuacatl," cuetlachtli, cohuatl,"
12373,31,387_627v_07,huitzne," huitztli, nenetl,"
12374,31,387_627v_09,nezahual," huitztli, piqui, tlalpilli,"
12375,31,387_627v_11,aocnel," cuahuitl_2, piqui, tomatl,"
12376,31,387_627v_13,?," ?,"
12377,31,387_627v_15,nentequitl," huictli, nenetl,"
12378,31,387_627v_17,tecocoa," tzontli, piqui, tlacatl,"
12379,31,387_627v_19,huinetli ?," tototl,"
12380,31,387_627v_21,tehecatl," ehecatl, tetl,"
12381,31,387_627v_23,tozihuitl," toztli,"
12382,31,387_627v_24,quetzalhuacan calpolli," quequetzalli, calli, piqui,"
12383,31,387_627v_26,zaocnen ?," nenetl,"
12384,31,387_627v_28,xochiten," xayacatl, xochitl,"
12385,31,387_627v_30,tepalnemi," tlacatl, xocpalmachiyotl,"
12386,31,387_627v_32,tetzauh ?," tezcatl, ?,"
12387,31,387_627v_34,cuauhtli," cuauhtli,"
12388,31,387_627v_36,aocnel," cuahuitl_2, piqui, tomatl,"
12389,31,387_627v_38,cacxochitl," xochitl, ?_05,"
12390,31,387_627v_40,temazatl ?," mazatl,"
12391,31,387_627v_42,acamitl," mitl,"
12392,31,387_628r_02,ozoma," ozomatli,"
12393,31,387_628r_03,centecpanpixqui," pantli,"
12394,31,387_628r_05,atonal," tlanextli, atl,"
12395,31,387_628r_07,tochtli," tochtli,"
12396,31,387_628r_09,huitzne," huitztli,"
12397,31,387_628r_11,cuetzpal," cuetzpalin,"
12398,31,387_628r_13,calli," calli,"
12399,31,387_628r_15,yaotl," ayotl,"
12400,31,387_628r_17,maxtlazaca," zacatl, maxtlatl,"
12401,31,387_628r_19,huehue," tlacatl, xolochauhqui,"
12402,31,387_628r_21,coyotl," coyotl,"
12403,31,387_628r_23,cohuatl," cohuatl,"
12404,31,387_628r_25,macuil," macuilli,"
12405,31,387_628r_27,olin," olin,"
12406,31,387_628r_29,mixcohuatl," mixtli, cohuatl,"
12407,31,387_628r_31,itzcuin," itzcuintli,"
12408,31,387_628r_33,xiuhnel ?," piqui, cuahuitl_2, xihuitl_3,"
12409,31,387_628r_35,yopi," yopitzontli,"
12410,31,387_628r_37,yaotl," ayotl,"
12411,31,387_628r_39,quetzaltototl," tototl, quetzalli,"
12412,31,387_628r_41,cuauhtli," cuauhtli,"
12413,31,387_628v_02,chimaltemoc," chimalli, xocpalmachiyotl,"
12414,31,387_628v_03,zoquichiuhqui," comitl,"
12415,31,387_628v_04,centecpanpixqui," pantli,"
12416,31,387_628v_06,tecpatl," tecpatl,"
12417,31,387_628v_07,acayechiuhqui *," acayetl, piqui,"
12418,31,387_628v_09,ayaxca ?," ?_05, atl,"
12419,31,387_628v_10,zoquichiuhqui *," comitl,"
12420,31,387_628v_12,quecholatl," quecholli, atl,"
12421,31,387_628v_13,amahuitecqui," amahuitequini, piqui,"
12422,31,387_628v_15,calli," calli,"
12423,31,387_628v_16,zoquichiuhqui *," comitl,"
12424,31,387_628v_18,colli," coltic,"
12425,31,387_628v_19,ocotzotlazqui," oxitl, macpalli,"
12426,31,387_628v_21,cohuatl," cohuatl,"
12427,31,387_628v_22,zoquichiuhqui," comitl,"
12428,31,387_628v_24,cueixope," cueitl, xocpalli,"
12429,31,387_628v_25,texinqui," tepoztli_2, piqui,"
12430,31,387_628v_27,tzone," tzontli,"
12431,31,387_628v_28,zoquichiuhqui," comitl,"
12432,31,387_628v_30,tlauhquechol," quecholli, tlapalli,"
12433,31,387_628v_31,texinqui," tepoztli_2, piqui,"
12434,31,387_628v_33,cuenmiz ?," miztli, ?,"
